row_insert_order,PreviousDayDate,Symbol_Input,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,totalCash,totalCashPerShare,ebitda,totalDebt,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,profitMargins,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,trailingPE,forwardPE,symbol,shortName,longName,industry,sector,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,Today_Growth,Calculated_Score,Score_Recommendation,Conservative_Invs_Recom,Conservative_Invs_Reson,Growth_Invs_Recom,Growth_Invs_Reson,Momentum_Invs_Recom,Momentum_Invs_Reson
883195,2026-01-21 19:32:31,COALINDIA.BO,220272,7,7,2,4,4,86400,2,414.4,412.2,419.4,26.5,6.38,1762214400,0.632,8.57,,365366,365366,680729,0.08133,0.30576,126404362240,265121906688,390.51974,10.75,0.02588802,2338954412032,2534966970,6162728327,0.63137,0.24343,6162728327,171.077,2.4205475,-0.308,50.62,54.52895,0.09449124,10.25,1762214400,BSE,EQUITY,365200211968,59.297,436428210176,137861693440,1046892,1046892,2551985995776,349.2,442.0,1.9554648,394.807,0.98,1.771,1305053364224,12.976,211.745,-0.308,0.185,0.85485,0.33441,0.19155,0.23913,415.25,414.4,412.2,419.4,415.25,8.180561,7.5941315,COALINDIA.BO,COAL INDIA LTD.,Coal India Limited,Thermal Coal,Energy,414.1,500.0,290.0,408.30435,415.0,2.56522,hold,23,-0.28,3.8,Underperform,Buy,High Beta (more volatile)- Pays a good dividend (>3%),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Hold,No strong momentum
883196,2026-01-21 19:32:31,COASTCORP.BO,1310,,,,,,86400,2,42.75,41.12,42.75,0.22,0.51,1758240000,0.2716,,-0.133,3445,3445,27194,0.02305,0.03869,-1678619008,731646016,38.9062,0.22,0.005146199,6541678592,28513370,66977230,0.49288,0.0,67417520,40.667,1.0128605,6.129,0.81,,-0.075075746,0.22,1758240000,BSE,EQUITY,476208992,7.143,414908992,4168016896,2214,2214,2776927488,29.72,50.29,0.40599096,44.2218,0.227,1.03,6839875072,153.742,65.922,6.237,0.032,0.36688998,0.06066,0.05052,0.01512,42.75,42.75,41.12,42.75,42.75,50.85185,,COASTCORP.BO,COASTAL CORPORATION LTD.,Coastal Corporation Limited,Packaged Foods,Consumer Defensive,41.19,,,,,,none,,-3.65,2.8,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<2) indicates potential for growth,None,None,Hold,No strong momentum
883197,2026-01-21 19:32:31,COCHINM.BO,232,,,,,,86400,2,244.0,244.0,253.0,8.0,3.18,1754006400,0.3737,1.61,0.717,1664,1664,4264,0.07388,0.10458,-125952128,56224000,291.2945,0.0,0.0,1825359360,2925804,7830000,0.61213,0.0,7830000,211.475,1.1826457,-0.582,21.41,,-0.14026994,8.0,1754006400,BSE,EQUITY,167076992,21.361,242488992,24484000,3421,3421,1958283008,238.0,356.0,0.6935731,267.317,1.21,5.492,2823470080,1.48,360.629,-0.582,-0.273,0.49671,0.085880004,0.05987,0.059369996,251.6,244.0,244.0,253.0,251.6,11.6814575,,COCHINM.BO,COCHIN MINERALS & RUTILE LTD.,Cochin Minerals and Rutile Limited,Other Industrial Metals & Mining,Basic Materials,250.1,,,,,,none,,-0.6,3.4,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<2) indicates potential for growth,None,None,Hold,Trading near its 52-week low (bearish momentum)
883198,2026-01-21 19:32:31,COCHINSHIP.BO,2140,,,,,,86400,2,1436.9,1409.2,1479.9,13.75,0.96,1763424000,0.3376,3.04,0.248,183247,183247,78212,0.040949997,0.13844,-9367208960,-3927484928,1757.1847,9.75,0.006778836,363010293760,84347227,263080780,0.67915,0.07497,263080780,216.707,6.7796607,-0.431,28.91,34.18544,-0.016681492,4.0,1763424000,BSE,EQUITY,26683695104,101.496,9678609408,11560335360,85834,85834,386518286336,1180.45,2547.25,7.589767,1629.363,0.406,1.301,50926239744,20.291,193.646,-0.43,-0.022,0.36365002,0.19004999,0.03823,0.14914,1438.3,1436.9,1409.2,1479.9,1438.3,50.819782,42.97736,COCHINSHIP.BO,Cochin Shipyard Limited,Cochin Shipyard Limited,Aerospace & Defense,Industrials,1469.2,1471.0,830.0,1150.5,1150.5,5.0,sell,2,2.15,2.2,Buy,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),None,None,Hold,Trading near its 52-week low (bearish momentum)
883199,2026-01-21 19:32:31,COFORGE.BO,25620,,,,,,86400,2,1685.1,1593.95,1691.25,16.0,0.95,1761868800,0.4746,1.05,0.166,113786,113786,78940,0.08264,0.15033,-3240000000,17392001024,1720.3563,15.6,0.009220131,591484223488,332440524,335782522,0.00829,0.39734,335782522,205.667,8.110683,0.859,32.49,53.87188,0.028528571,4.0,1761868800,BSE,EQUITY,5712000000,17.039,20806000640,9715000320,120866,120866,560118824960,1190.84,1994.0,3.9053628,1792.616,1.393,1.569,143422996480,10.888,428.415,0.836,0.302,0.40407002,0.14507,0.14064999,0.08158,1691.95,1685.1,1593.95,1691.25,1691.95,51.34195,30.964207,COFORGE.BO,COFORGE LIMITED,Coforge Limited,Information Technology Services,Technology,1668.1,2500.0,1170.0,2006.4546,2038.0,1.93939,buy,33,-1.41,2.5,Buy,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
883200,2026-01-21 19:32:31,COLINZ.BO,65,,,,,,86400,2,45.0,45.0,53.01,,,,0.0,,-0.325,794,794,1732,0.0118700005,0.048210002,-7524625,-7082000,47.8205,0.0,0.0,52500384,790087,2519100,0.6856,0.0,2519100,39.367,1.2624787,-0.098,1.84,,-0.10372591,,,BSE,EQUITY,74219000,29.582,3773000,6617000,1288,1288,125199272,36.11,88.7,2.132104,46.3454,3.998,4.504,58721000,6.699,23.311,-0.097,-0.255,0.71356004,0.06425,0.02903,0.07892,47.87,45.0,45.0,53.01,47.87,27.01087,,COLINZ.BO,COLINZ LABORATORIES LTD.,Colinz Laboratories Limited,Drug Manufacturers - Specialty & Generic,Healthcare,49.7,,,,,,none,,3.82,1.8,Buy,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,None,None,Hold,No strong momentum
883201,2026-01-21 19:32:31,COLPAL.BO,2198,5,5,1,4,2,86400,2,2115.2,2088.55,2132.1,51.0,2.41,1762128000,1.0462,2.22,0.302,92608,92608,65291,0.33479,0.8197,12022112256,14418499584,2321.1672,51.0,0.024102649,562702254080,132100233,271985634,0.51434,0.19295,271985635,58.171,36.486393,-0.171,48.67,55.59443,-0.23691803,24.0,1762128000,BSE,EQUITY,13474700288,49.536,18576400384,599900032,188062,188062,577275887616,2032.3,2974.8,9.821108,2131.301,1.037,1.292,58779099136,3.791,216.101,-0.171,-0.062,0.68779,0.31604,0.28183,0.22558,2115.95,2115.2,2088.55,2132.1,2115.95,43.609,38.177387,COLPAL.BO,COLGATE-PALMOLIVE (INDIA) LTD.,Colgate-Palmolive (India) Limited,Household & Personal Products,Consumer Defensive,2122.45,2870.0,1800.0,2392.2666,2400.0,3.0,hold,30,0.31,2.6,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Highly Profitable with margins > 20%,Hold,Trading near its 52-week low (bearish momentum)
883202,2026-01-21 19:32:31,COMCL.BO,15,,,,,,86400,2,17.89,16.26,17.89,0.5,2.99,1756944000,0.1279,,1.052,12984,12984,18768,-0.057740003,-0.076069996,,57908000,26.38155,0.0,0.0,189126976,3353181,10020000,0.59263,0.0,10020000,55.309,0.30917212,,-4.39,,-0.5980298,0.5,1756944000,BSE,EQUITY,14197000,1.417,,35690000,9912,9912,171342000,16.11,43.75,0.59822774,18.7318,0.305,7.079,286416000,6.44,28.582,,-0.556,-0.121800005,0.0,-0.47375,-0.15336001,16.73,17.89,16.26,17.89,16.73,,,COMCL.BO,COMFORT COMMOTRADE LTD.,Comfort Commotrade Limited,Capital Markets,Financial Services,17.1,,,,,,none,,2.21,3.8,Underperform,Buy,High Beta (more volatile)- Pays a good dividend (>3%)- Price-to-Book ratio (<1) indicates undervalued assets,None,None,Hold,Trading near its 52-week low (bearish momentum)
883203,2026-01-21 19:32:31,COMFINCAP.BO,11,,,,,,86400,2,7.61,7.61,7.94,0.1,1.3,1756944000,0.1163,1.53,-1.315,66293,66293,54284,,,,,8.47925,0.0,0.0,816576384,20632940,87506500,0.70242995,0.0,87506500,12.653,0.6227772,0.681,0.86,,-0.21566635,0.1,1756944000,BSE,EQUITY,31861000,0.362,109732000,169304992,46427,46427,689551168,6.51,10.57,4.588809,7.4968,,,150268000,17.806,1.942,0.238,0.455,0.98385,0.73024005,0.79097,0.4786,7.71,7.61,7.61,7.94,7.71,9.16279,,COMFINCAP.BO,COMFORT FINCAP LTD.,Comfort Fincap Limited,Credit Services,Financial Services,7.88,,,,,,none,,2.2,4.1,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<1) indicates undervalued assets,Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Hold,No strong momentum
883204,2026-01-21 19:32:31,COMFINTE.BO,,,,,,,86400,2,6.12,6.06,6.8,0.07,1.08,1758153600,2.3333,1.24,0.196,450561,450561,307238,,,,,8.4069,0.0,0.0,2397159424,140014403,319938080,0.56551,0.0,319938081,6.364,0.9915148,,-0.11,,-0.47542304,0.07,1758153600,BSE,EQUITY,39986000,0.124,70979504,236531008,337394,337394,2018809216,5.72,12.9,1.4305671,6.7136,,,1411195008,11.669,4.371,,0.297,0.15639,0.050300002,0.02774,-0.02329,6.51,6.12,6.06,6.8,6.51,,,COMFINTE.BO,COMFORT INTECH LTD.,Comfort Intech Limited,Conglomerates,Industrials,6.31,,,,,,none,,-3.07,3.8,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<1) indicates undervalued assets,Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
883205,2026-01-21 19:32:31,COMPEAU.BO,2294,,,,,,86400,2,380.5,375.0,381.0,1.0,0.26,1758240000,0.0377,0.38,0.153,1131,1131,1157,0.035639998,0.045289997,-136177248,670049024,403.69525,0.0,0.0,6670620672,1263528,6146000,0.80117,0.0,6146000,599.708,0.63355833,-0.584,26.52,32.55,-0.20980674,1.0,1758240000,BSE,EQUITY,251203008,40.897,652313984,4561039872,1458,1458,2335172864,360.0,509.9,0.106607236,391.987,0.242,1.109,21904449536,123.821,3563.057,-0.584,0.177,0.10503,0.029779999,0.01571,0.0074400003,384.35,380.5,375.0,381.0,384.35,14.326923,11.6728115,COMPEAU.BO,COMPETENT AUTOMOBILES CO.LTD.,Competent Automobiles Company Limited,Auto & Truck Dealerships,Consumer Cyclical,379.95,,,,,,none,,-1.14,3.4,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<1) indicates undervalued assets,Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
883206,2026-01-21 19:32:31,COMPUPN.BO,,,,,,,86400,4,4.51,4.21,4.89,,,,0.0,,-1.001,8985,8985,7945,-0.030050002,-0.01507,-5145000,-12389000,5.0931,0.0,0.0,1253844992,119544960,30001300,0.57060003,0.0,30001300,1.182,3.7309642,,-0.04,,-0.2908805,,,BSE,EQUITY,1739000,0.006,-15893000,0,7518,7518,132305728,4.06,6.79,,4.6496,62.209,280.914,,,0.449,,,0.0,0.0,0.0,0.0,4.51,4.51,4.21,4.89,4.51,,,COMPUPN.BO,COMPUTER POINT LTD.,Computer Point Limited,Education & Training Services,Consumer Defensive,4.41,,,,,,none,,-2.22,2.6,Hold,Hold,Low Beta (less volatile than the market),None,None,Hold,Trading near its 52-week low (bearish momentum)
883207,2026-01-21 19:32:31,COMPUSOFT.BO,537,,,,,,86400,2,12.86,12.86,13.83,0.2,1.44,1758240000,0.49130002,1.79,0.622,6545,6545,4254,0.00296,0.022920001,388160992,429622016,19.3083,0.0,0.0,1064460800,17872545,79125188,0.76593,0.0,79125189,18.471,0.7471171,-0.351,0.41,,-0.44867224,0.2,1758240000,BSE,EQUITY,460529984,6.031,68883000,462884992,5272,5272,1091927680,12.86,26.0,3.122318,16.5094,2.081,2.202,349716992,32.821,4.311,-0.308,-0.012,0.63835996,0.19697,0.01391,0.09184,13.91,12.86,12.86,13.83,13.91,33.65854,,COMPUSOFT.BO,COMPUCOM SOFTWARE LTD.,Compucom Software Limited,Education & Training Services,Consumer Defensive,13.8,,,,,,none,,-0.79,2.6,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<1) indicates undervalued assets,None,None,Hold,Trading near its 52-week low (bearish momentum)
883208,2026-01-21 19:32:31,COMSYN.BO,2459,,,,,,86400,2,145.6,145.6,149.9,0.4,0.27,1758499200,0.0641,1.38,0.408,985,985,3218,0.07466,0.17233999,38248500,249128000,132.4596,0.4,0.002688172,7023014400,7359197,39952200,0.77382004,0.0,39952200,40.69,3.6839519,1.342,6.23,,0.98399997,0.4,1758499200,BSE,EQUITY,6645000,0.166,440123008,1089929984,991,991,5988834304,66.34,166.0,1.6045296,145.122,0.535,1.345,3732454912,67.103,93.601,1.233,0.136,0.4626,0.11792,0.104949996,0.0685,148.8,145.6,145.6,149.9,148.8,24.060993,,COMSYN.BO,Commercial Syn Bags Limited,Commercial Syn Bags Limited,Packaging & Containers,Consumer Cyclical,149.9,,,,,,none,,0.74,3.3,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum)
883209,2026-01-21 19:32:31,CONART.BO,60,,,,,,86400,2,79.0,75.0,81.0,,,1574208000,0.0,,-0.353,3288,3288,5968,0.084130004,0.10795999,12845495,24034124,100.30155,0.0,0.0,378332416,2486468,6280000,0.61859,0.0,6280000,53.44,1.4258982,0.189,9.77,,-0.44427,,,BSE,EQUITY,121243136,19.333,60788092,61808,13050,13050,478535968,69.18,158.1,0.7137961,97.078,2.066,3.114,670409920,0.018,106.768,0.191,0.535,0.58168,0.090670004,0.10665,0.05171,79.65,79.0,75.0,81.0,79.65,7.799385,,CONART.BO,CONART ENGINEERS LTD.,Conart Engineers Limited,Engineering & Construction,Industrials,76.2,,,,,,none,,-4.33,2.9,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
883210,2026-01-21 19:32:31,CONCOR.BO,1271,6,9,2,10,8,86400,2,495.6,485.45,500.6,9.2,1.85,1763596800,0.5349,1.27,0.173,109588,109588,61956,0.05854,0.104329996,520500000,16634699776,554.4752,9.2,0.018462773,348235169792,342241587,761617935,0.58299,0.39361998,761617936,168.502,2.9450688,0.036,17.19,21.5,-0.1757642,2.6,1763596800,BSE,EQUITY,40062599168,52.789,17644900352,9047499776,36556,36556,377952894976,481.32,652.52,4.197471,514.097,3.759,4.353,90042998784,7.016,118.186,0.04,0.029,0.25865,0.19596,0.18195999,0.14553,498.3,495.6,485.45,500.6,498.3,28.868526,23.081396,CONCOR.BO,CONTAINER CORPORATION OF INDIA,Container Corporation of India Limited,Railroads,Industrials,496.25,730.0,477.0,583.7059,592.0,2.76471,hold,17,-0.41,3.3,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),None,None,Hold,Trading near its 52-week low (bearish momentum)
883211,2026-01-21 19:32:31,CONCORD.BO,250,,,,,,86400,2,81.73,75.76,81.73,,,,0.0,,0.539,12659,12659,11833,0.027190002,0.01685,81065376,64206000,57.7043,0.0,0.0,995242368,3094197,13175000,0.69384,0.0,13175000,33.99,2.2312443,3.433,0.58,,1.1039579,,,BSE,EQUITY,3651000,0.361,45414000,191420992,12917,12917,999191936,26.1,92.52,2.216796,82.3816,0.593,1.547,450736992,55.615,45.3,3.859,-0.169,0.21,0.10075,0.07388,0.01277,79.74,81.73,75.76,81.73,79.74,130.75862,,CONCORD.BO,Concord Drugs Limited,Concord Drugs Limited,Drug Manufacturers - Specialty & Generic,Healthcare,75.84,,,,,,none,,-4.89,1.3,Strong Buy,Hold,Low Beta (less volatile than the market),None,None,Hold,No strong momentum
883212,2026-01-21 19:32:31,CONCORDBIO.BO,1571,,,,,,86400,2,1250.35,1226.35,1252.25,10.7,0.85,1756857600,0.3462,,0.584,2577,2577,3848,0.12619,0.1893,1044396736,2445371904,1605.7502,0.0,0.0,129245782016,26596428,104616204,0.7465,0.12926,104616204,173.316,7.098595,-0.336,30.92,43.43213,-0.4066645,10.7,1756857600,BSE,EQUITY,3313594112,31.426,4446408192,16066000,8575,8575,128709328896,1226.35,2451.65,11.439313,1383.256,4.698,6.968,11251490816,0.088,107.287,-0.341,-0.204,0.64202005,0.39518002,0.28374,0.28791,1257.1,1250.35,1226.35,1252.25,1257.1,39.78978,28.326958,CONCORDBIO.BO,Concord Biotech Limited,Concord Biotech Limited,Biotechnology,Healthcare,1230.3,1680.0,1290.0,1545.8334,1585.0,2.0,buy,6,-2.13,2.6,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Highly Profitable with margins > 20%,Hold,Trading near its 52-week low (bearish momentum)
883213,2026-01-21 19:32:31,CONFIPET.BO,925,,,,,,86400,2,32.26,31.0,32.67,0.1,0.31,1758585600,0.0365,0.15,0.504,76101,76101,32608,0.03999,0.06578,-3056849920,-464000000,47.68905,0.0,0.0,18996965376,107762116,332241043,0.67136,0.00445,332241044,41.987,0.7604735,0.146,2.74,0.89,-0.5416315,0.1,1758585600,BSE,EQUITY,1217699968,3.714,2886799872,8303399936,24784,24784,10608456704,31.0,73.72,0.28539836,36.655,0.77,2.287,37170700288,55.384,113.478,0.17,0.318,0.18705,0.077659994,0.04163,0.024330001,32.59,32.26,31.0,32.67,32.59,11.653285,35.876404,CONFIPET.BO,CONFIDENCE PETROLEUM INDIA LTD,Confidence Petroleum India Limited,Oil & Gas Refining & Marketing,Energy,31.93,,,,,,none,,-2.03,3.7,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<1) indicates undervalued assets,Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
883214,2026-01-21 19:32:31,CONTAINER.BO,5,,,,,,86400,2,17.79,16.99,18.76,,,,0.0,,-1.348,3495,3495,3483,-0.15108,-0.23948999,-36110248,-18073000,31.2598,0.0,0.0,248733744,4530901,11572200,0.58064,0.0,11572200,7.233,2.3572514,-0.053,-2.57,,-0.7071932,,,BSE,EQUITY,10616000,0.854,,37315000,1900,1900,197306000,16.99,65.39,0.6256314,20.9874,20.503,23.649,315371008,41.522,27.353,-0.571,2.366,0.00209,0.0,0.0010800001,-0.078200005,17.87,17.79,16.99,18.76,17.87,,,CONTAINER.BO,Containerway International Lim,Indus Aluminium Recyclers Limited,Integrated Freight & Logistics,Industrials,17.05,,,,,,none,,-4.59,2.6,Hold,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
883215,2026-01-21 19:32:31,CONTCHM.BO,8,,,,,,86400,2,81.66,78.0,81.66,,,,,,-1.164,595,595,124,,,,,73.62917,0.0,0.0,114641968,865185,2249000,0.61574,0.0,2249000,22.369,3.5316734,0.291,2.781,,-0.12685227,,,BSE,EQUITY,29773000,13.223,6370500,315000,218,218,177671008,63.0,94.0,77.38284,70.3978,,,2296000,0.626,1.019,0.28,0.139,-1.4481701,2.77461,2.98623,2.04051,77.78,81.66,78.0,81.66,77.78,28.40705,,CONTCHM.BO,CONTINENTAL CHEMICALS LTD.,Continental Chemicals Limited,Information Technology Services,Technology,79.0,,,,,,none,,1.57,2.1,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Hold,No strong momentum
883216,2026-01-21 19:32:31,CONTICON.BO,3,,,,,,86400,2,9.55,9.08,9.55,,,,0.0,,-0.022,1452,1452,5176,,,,,9.96155,0.0,0.0,58039852,884780,6146256,0.57364,0.0,6146256,2.774,3.2732518,,0.02,,-0.23477566,,,BSE,EQUITY,59000,0.01,,1481000,494,494,55808004,7.56,15.27,-485.287,11.1414,,,-115000,6.98,-0.019,,,0.0,0.0,-2.60638,0.0,9.55,9.55,9.08,9.55,9.55,454.0,,CONTICON.BO,CONTINENTAL CONTROLS LTD.,Continental Controls Limited,Electrical Equipment & Parts,Industrials,9.08,,,,,,none,,-4.92,1.0,Strong Buy,Hold,Low Beta (less volatile than the market),None,None,Hold,Trading near its 52-week low (bearish momentum)
883217,2026-01-21 19:32:31,CONTILI.BO,8,,,,,,86400,2,21.05,20.97,22.64,,,,0.0,,-0.217,3979,3979,13614,0.11514,0.19042,2700826,9718583,28.28725,0.0,0.0,331756544,7996612,15472000,0.55814,0.0,15472000,8.22,2.6046228,-0.461,-2.15,,-0.46844894,,,BSE,EQUITY,12806590,0.82,27724196,0,2198,2198,331255520,20.97,46.5,1.0663908,26.968,3.618,4.166,310632384,,14.309,-0.466,-0.053,0.13904999,0.08925,0.08146,0.070539996,22.07,21.05,20.97,22.64,22.07,,,CONTILI.BO,CONTIL INDIA LTD.,Contil India Limited,Food Distribution,Consumer Defensive,21.41,,,,,,none,,-2.99,2.6,Hold,Hold,Low Beta (less volatile than the market),None,None,Hold,Trading near its 52-week low (bearish momentum)
883218,2026-01-21 19:32:31,CONTPTR.BO,45,,,,,,86400,2,92.7,85.2,92.7,,,780019200,0.0,,0.006,6176,6176,6079,0.03648,0.06825,-119528248,-287991008,116.427,0.0,0.0,808004224,3248586,9470314,0.58612,0.0,9470315,87.034,1.022589,-0.165,5.11,,-0.29182583,,,BSE,EQUITY,49310000,5.82,57180000,71899000,3689,3689,842858048,85.2,137.0,0.8512256,109.506,1.355,1.79,990169984,9.75,141.029,-0.453,0.134,0.10092,0.05775,0.06161,0.03461,92.7,92.7,85.2,92.7,92.7,17.41683,,CONTPTR.BO,CONTINENTAL PETROLEUMS LTD.,Continental Petroleums Limited,Oil & Gas Refining & Marketing,Energy,89.0,,,,,,none,,-3.99,2.2,Buy,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
883219,2026-01-21 19:32:31,CONTROLPR.BO,796,,,,,,86400,2,639.8,622.8,667.0,10.0,1.56,1751587200,0.1567,1.64,-0.005,3050,3050,1926,0.08376,0.25372,136928992,640678016,733.4047,6.0,0.009347979,9517937664,4327842,15994212,0.59282,0.01763,15994212,280.832,2.3460646,0.378,63.8,21.33,-0.06299269,6.0,1751587200,BSE,EQUITY,820992000,51.325,809064000,74161000,1145,1145,10537786368,571.9,918.55,2.3479164,711.187,2.022,3.925,4488143872,1.652,280.633,0.378,0.1,0.54479,0.18027,0.19,0.22740999,641.85,639.8,622.8,667.0,641.85,10.326802,30.888418,CONTROLPR.BO,CONTROL PRINT LTD.,Control Print Limited,Business Equipment & Supplies,Industrials,658.85,,,,,,none,,2.65,3.7,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Highly Profitable with margins > 20%,Hold,No strong momentum
883220,2026-01-21 19:32:31,CORALAB.BO,197,,,,,,86400,2,415.0,415.0,440.0,1.5,0.34,1758240000,0.0309,0.73,0.916,255,255,1071,0.03921,0.0833,123115624,124015000,555.5037,0.0,0.0,554751936,802774,3572600,0.78859,0.0,3572600,596.424,0.7089755,-0.088,48.58,58.14,-0.43695915,1.5,1758240000,BSE,EQUITY,1023204992,286.387,164710000,8781000,725,725,1510673920,415.0,850.9,1.6978233,468.114,7.852,10.03,889771008,0.412,249.052,-0.088,-0.409,0.53505003,0.18511999,0.23571,0.19503,439.2,415.0,415.0,440.0,439.2,8.704199,7.272962,CORALAB.BO,CORAL LABORATORIES LTD.,Coral Laboratories Limited,Drug Manufacturers - Specialty & Generic,Healthcare,422.85,,,,,,none,,-3.72,3.8,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<1) indicates undervalued assets,Buy,Low Forward P/E (<20) indicates growth potential,Hold,Trading near its 52-week low (bearish momentum)
883221,2026-01-21 19:32:31,CORALFINAC.BO,6,,,,,,86400,2,36.06,35.42,36.3,0.4,1.09,1757635200,0.1238,0.89,0.135,350,350,15982,0.04077,0.058140002,63212500,155751008,42.83185,0.0,0.0,124394216,9429512,40302225,0.76438004,0.0,40302226,53.451,0.6791267,-0.376,3.23,,-0.24077511,0.4,1757635200,BSE,EQUITY,1352990976,33.729,155658000,0,38931,38931,1462970752,33.91,52.98,7.5335917,39.3758,74.501,79.197,194192992,,4.817,-0.371,-0.402,0.97826,0.80156,0.83474,0.67060995,36.83,36.06,35.42,36.3,36.83,11.23839,,CORALFINAC.BO,CORAL INDIA FINANCE & HOUSING,Coral India Finance and Housing Limited,Real Estate Services,Real Estate,36.3,,,,,,none,,-1.44,3.4,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<1) indicates undervalued assets,Hold,Highly Profitable with margins > 20%,Hold,Trading near its 52-week low (bearish momentum)
883222,2026-01-21 19:32:31,CORDSCABLE.BO,231,,,,,,86400,2,155.1,153.75,157.95,1.0,0.65,1758499200,0.078,,0.214,1169,1169,3164,0.07096,0.091129996,-299489248,230340992,184.6435,1.0,0.006451613,2862464768,6271176,12927780,0.53704,0.0,12927780,145.353,1.0649935,0.362,12.82,,-0.089841485,1.0,1758499200,BSE,EQUITY,259738000,19.884,544433024,1097473024,2090,2090,2001220352,146.9,222.0,0.22484435,183.697,1.074,1.567,8900469760,57.801,686.904,0.356,0.234,0.18822001,0.06117,0.05026,0.018660001,155.0,155.1,153.75,157.95,155.0,12.074883,,CORDSCABLE.BO,CORDS CABLE INDUSTRIES LTD.,Cords Cable Industries Limited,Electrical Equipment & Parts,Industrials,154.8,,,,,,none,,-0.13,3.7,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<2) indicates potential for growth,Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
