row_insert_order,PreviousDayDate,Symbol_Input,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,symbol,shortName,longName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,Today_Growth,Calculated_Score,Score_Recommendation,Conservative_Invs_Recom,Conservative_Invs_Reson,Growth_Invs_Recom,Growth_Invs_Reson,Momentum_Invs_Recom,Momentum_Invs_Reson,sector_rank,industry_rank
3326,2024-12-15 18:31:55,MODISONLTD.NS,Electrical Equipment & Parts,Industrials,256.0,,,,,,86400.0,2.0,181.96,176.05,176.05,191.0,181.96,176.05,176.05,191.0,2.5,0.0148,1721692800.0,0.2868,,0.401,31.50332,,59063.0,59063.0,193023.0,24623.0,24623.0,6154142208.0,97.2,232.8,1.414774,171.4462,149.59575,,,5785606656.0,0.03906,8310770.0,32450000.0,0.70625997,,32654100.0,62.682,3.0255895,-0.792,6.02,,0.31426513,2.0,1721692800.0,NSI,EQUITY,8088000.0,0.249,339546752.0,317108000.0,,,4349912064.0,15.59,133.681,,,,,-0.794,0.354,0.19604999,0.07806,0.05495,MODISONLTD.NS,MODISON LIMITED,Modison Limited,189.65,,,,,,none,,4.23,1.7,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum,19,6
3327,2024-12-15 18:31:55,MODTHREAD.NS,Unknown,Unknown,,,,,,,86400.0,2.0,52.5,52.0,51.03,53.99,52.5,52.0,51.03,53.99,,,,,,,14.374648,,500.0,500.0,1642.0,1251.0,1251.0,1779645696.0,22.05,75.5,,55.5874,58.77315,,,,,,,,,,,,,,,,,,NSI,EQUITY,,,,,,,,,,,,,,,,,,,MODTHREAD.NS,MODERN THREADS INDIA LTD,Modern Threads (India) Limited,51.03,,,,,,none,,-2.8,2.2,Buy,Hold,High Beta (more volatile),,,Hold,No strong momentum,3,3
3328,2024-12-15 18:31:55,MOHITIND.NS,Textile Manufacturing,Consumer Cyclical,533.0,,,,,,86400.0,2.0,38.22,39.49,35.2,40.49,38.22,39.49,35.2,40.49,,,1470873600.0,,,0.441,,,142160.0,142160.0,62790.0,173364.0,173364.0,516752384.0,16.5,42.44,0.4453618,29.7318,25.83255,,,929611008.0,-0.01429,5510562.0,14157600.0,0.59735,,14204700.0,192.931,0.18918681,,-1.22,,1.1654391,1.0,1470873600.0,NSI,EQUITY,1741000.0,0.123,15672250.0,524003008.0,,,1160297984.0,19.184,81.968,,,,,,-0.424,0.23369,0.01351,0.0082,MOHITIND.NS,MOHIT INDUSTRIES LTD,Mohit Industries Limited,36.5,,,,,,none,,-4.5,2.6,Hold,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<1) indicates undervalued assets",,,Buy,Trading near its 52-week high (bullish momentum),8,5
3329,2024-12-15 18:31:55,MOIL.NS,Other Industrial Metals & Mining,Basic Materials,5480.0,,,,,,86400.0,2.0,361.55,363.35,362.8,374.5,361.55,363.35,362.8,374.5,5.1,0.014099999,1724976000.0,0.35419998,3.44,0.656,21.85413,15.133874,1079223.0,1079223.0,1140738.0,1796064.0,1796064.0,75910070272.0,259.5,588.0,5.037444,336.696,403.821,2.55,0.0070529664,64841728000.0,0.23064,71654896.0,203484992.0,0.64717,0.09733,208607008.0,128.196,2.9099972,-0.188,17.07,24.65,0.16216648,2.55,1724976000.0,NSI,EQUITY,10919572480.0,53.768,6017636864.0,,3.082,3.939,15069163520.0,,74.036,0.09596,0.1399,850963648.0,4757949952.0,-0.185,-0.16,0.83365995,0.39933,0.14172,MOIL.NS,MOIL LIMITED,MOIL Limited,373.05,451.0,334.0,392.5,392.5,1.66667,buy,2.0,3.18,2.1,Buy,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential- Highly Profitable with margins > 20%,Hold,No strong momentum,16,6
3330,2024-12-15 18:31:55,MOKSH.NS,Luxury Goods,Consumer Cyclical,13.0,,,,,,86400.0,2.0,22.48,23.45,22.0,23.45,22.48,23.45,22.0,23.45,,,1635379200.0,,,-0.205,15.514086,,210836.0,210836.0,167426.0,574508.0,574508.0,1182132096.0,13.5,29.45,0.26388627,19.0554,18.47865,,,1330944768.0,0.01521,23912510.0,53660100.0,,,54186600.0,9.504,2.3179715,0.464,1.42,,0.5189189,0.1,1635379200.0,NSI,EQUITY,86620000.0,1.625,132425504.0,494449984.0,,,4479703040.0,86.367,83.746,,,,,0.5,0.036,0.04675,0.029560002,0.03175,MOKSH.NS,MOKSH ORNAMENTS LIMITED,Moksh Ornaments Limited,22.03,,,,,,none,,-2.0,2.5,Buy,Hold,Low Beta (less volatile than the market),,,Hold,No strong momentum,9,3
3331,2024-12-15 18:31:55,MOL.NS,Agricultural Inputs,Basic Materials,1720.0,,,,,,86400.0,2.0,91.47,91.58,90.76,93.25,91.47,91.58,90.76,93.25,1.4,0.0167,1687219200.0,,,-0.079,,,458266.0,458266.0,1523084.0,655780.0,655780.0,23157831680.0,71.4,115.95,1.3467317,98.5162,90.7967,,,31203411968.0,-0.047810003,127088653.0,254314000.0,0.5059,0.011720001,258795008.0,58.238,1.5635839,,-3.23,,0.20992064,1.4,1687219200.0,NSI,EQUITY,327804000.0,1.273,288908992.0,7983027200.0,0.449,1.031,17195579392.0,53.245,67.498,-0.01291,-0.053319998,355154624.0,1885065984.0,,0.436,0.35436,0.0168,0.009330001,MOL.NS,MEGHMANI ORGANICS LIMITED,Meghmani Organics Limited,91.06,,,,,,none,,-0.45,2.9,Hold,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<2) indicates potential for growth",Hold,Strong Revenue Growth (>10%),Hold,No strong momentum,8,3
3332,2024-12-15 18:31:55,MOLDTECH.NS,Engineering & Construction,Industrials,1111.0,,,,,,86400.0,2.0,218.91,216.77,213.2,221.56,218.91,216.77,213.2,221.56,3.4,0.0155,1726704000.0,0.36560002,2.24,-0.303,23.091398,,51932.0,51932.0,49614.0,73013.0,73013.0,6134226432.0,180.0,295.8,3.6852028,215.6276,227.99484,1.4,0.0063953223,6007838720.0,0.15991999,12769019.0,28564500.0,0.54233,,28951000.0,44.906,4.782212,-0.016,9.3,,-0.2442258,1.4,1726704000.0,NSI,EQUITY,224455008.0,7.852,362649984.0,93205000.0,3.114,3.725,1664556032.0,7.26,58.421,0.14692001,0.22367,246656128.0,314838016.0,-0.014,0.086,0.33023998,0.21787001,0.25305998,MOLDTECH.NS,MOLD-TEK TECHNOLOGIES LTD,Mold-Tek Technologies Limited,214.75,,,,,,none,,-1.9,2.1,Buy,Hold,Low Beta (less volatile than the market),,,Hold,No strong momentum,15,6
3333,2024-12-15 18:31:55,MOLDTKPAC.NS,Packaging & Containers,Consumer Cyclical,706.0,,,,,,86400.0,2.0,684.5,688.95,673.45,697.15,684.5,688.95,673.45,697.15,3.0,0.0044,1726704000.0,0.1586,1.23,0.682,35.794075,24.596218,47960.0,47960.0,65141.0,95088.0,95088.0,22497269760.0,657.0,939.7,3.0803144,707.242,776.60376,,,24006950912.0,0.08599,21627629.0,33228900.0,0.36195,0.33332002,33272600.0,187.901,3.5984375,-0.1,18.89,,-0.2186073,1.0,1726704000.0,NSI,EQUITY,54671000.0,1.646,1354237952.0,1609147008.0,0.966,1.841,7303562752.0,25.79,219.932,0.0698,0.10325,-999440768.0,774620992.0,-0.1,0.123,0.42044,0.18541999,0.11307,MOLDTKPAC.NS,MOLD-TEK PACKAGING LTD,Mold-Tek Packaging Limited,676.15,1624.0,678.0,971.1818,956.0,,none,11.0,-1.22,1.4,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum),19,8
3334,2024-12-15 18:31:55,MONARCH.NS,Capital Markets,Financial Services,395.0,,,,,,86400.0,2.0,435.25,435.25,433.5,442.2,435.25,435.25,433.5,442.2,0.5,0.0011,1722556800.0,0.0232,,0.675,19.69923,,65710.0,65710.0,225272.0,164576.0,164576.0,34173642752.0,211.475,499.0,11.224287,419.376,340.97113,,,27199463424.0,0.48009998,22324929.0,78460896.0,0.73367995,0.01138,78550600.0,51.066,8.529158,1.352,22.11,,0.85706663,0.5,1722556800.0,NSI,EQUITY,4569608192.0,67.479,,1129602048.0,,,3044615936.0,32.656,44.948,,,,,1.352,0.938,0.89356005,,0.64553,MONARCH.NS,MONARCH NETWORTH CAP LTD,Monarch Networth Capital Limited,435.55,,,,,,none,,0.07,2.5,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Buy,Trading near its 52-week high (bullish momentum),9,7
3335,2024-12-15 18:31:55,MONTECARLO.NS,Apparel Manufacturing,Consumer Cyclical,2020.0,,,,,,86400.0,2.0,913.2,913.85,903.6,958.8,913.2,913.85,903.6,958.8,20.0,0.0255,1726185600.0,0.71169996,,0.772,36.124367,18.147346,134577.0,134577.0,67764.0,192311.0,192311.0,19163820032.0,565.0,986.0,1.8266218,825.48,711.2195,,,18786150400.0,0.05554,9614322.0,20732100.0,0.74483,0.02266,20746800.0,383.368,2.4094343,,25.57,50.9,0.28574443,20.0,1726185600.0,NSI,EQUITY,1289299968.0,62.182,1492349952.0,3819699968.0,,,10491400192.0,48.059,506.12,,,,,,-0.092,0.43979,0.14225,-0.12675,MONTECARLO.NS,MONTE CARLO FASHIONS LTD.,Monte Carlo Fashions Limited,923.7,,,,,,none,,1.15,2.0,Buy,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential,Buy,Trading near its 52-week high (bullish momentum),14,5
3336,2024-12-15 18:31:55,MORARJEE.NS,Textile Manufacturing,Consumer Cyclical,,,,,,,86400.0,2.0,11.8,12.27,11.72,12.39,11.8,12.27,11.72,12.39,,,1502323200.0,,4.31,0.674,,,5272.0,5272.0,11967.0,13314.0,13314.0,423426272.0,8.55,32.8,0.5975794,10.447,14.42275,,,5352114688.0,-2.30428,13122044.0,34820400.0,0.62472,0.03917,36502400.0,-132.035,,,-44.94,,-0.49787235,1.4,1502323200.0,NSI,EQUITY,41600000.0,1.145,-228224256.0,5056600064.0,,,708569024.0,,19.505,,,,,,-0.742,-0.24631001,-0.32209,-1.33964,MORARJEE.NS,MORARJEE TEXTILES LIMITED,Morarjee Textiles Limited,12.15,,,,,,none,,2.97,2.6,Hold,Hold,Low Beta (less volatile than the market),,,Hold,Trading near its 52-week low (bearish momentum),8,5
3337,2024-12-15 18:31:55,MOREPENLAB.NS,Drug Manufacturers - Specialty & Generic,Healthcare,2152.0,,,,,,86400.0,2.0,87.13,87.4,86.25,88.6,87.13,87.4,86.25,88.6,,,1032307200.0,,,1.488,34.268772,,5194557.0,5194557.0,9814664.0,10833781.0,10833781.0,47507607552.0,38.55,100.9,2.6767948,81.5662,64.58975,,,44953346048.0,0.07397,296411469.0,547953984.0,0.42686,0.01242,555563008.0,20.712,4.185979,0.639,2.53,,0.86175215,0.6,1032307200.0,NSI,EQUITY,1864272000.0,3.477,1932633984.0,334945984.0,1.197,2.689,17747945472.0,3.016,34.162,0.08309,0.13876,-669337856.0,483019008.0,0.548,0.042,0.37480998,0.10889,0.10662,MOREPENLAB.NS,MOREPEN LAB. LTD,Morepen Laboratories Limited,86.7,,,,,,none,,-0.49,1.7,Buy,Hold,High Beta (more volatile),,,Buy,Trading near its 52-week high (bullish momentum),14,13
3338,2024-12-15 18:31:55,MOTHERSON.NS,Auto Parts,Consumer Cyclical,93971.0,6.0,4.0,5.0,5.0,3.0,86400.0,2.0,164.12,164.41,164.25,169.28,164.12,164.41,164.25,169.28,0.8,0.0049,1723593600.0,0.14310001,0.81,1.557,30.144644,22.599483,16522450.0,16522450.0,19861065.0,21081600.0,21081600.0,1187797794816.0,90.2,216.99,1.0920266,180.4888,168.62814,,,1301678391296.0,0.03482,2701142784.0,7036299776.0,0.58145,0.24415001,7036299776.0,47.852,3.5277522,3.365,5.6,,0.6755488,0.8,1723593600.0,NSI,EQUITY,124790104064.0,18.299,98616303616.0,254170497024.0,0.672,1.127,1087700467712.0,73.163,160.639,0.04499,0.13936,24488450048.0,77240303616.0,3.3,0.188,0.44173,0.09066,0.04862,MOTHERSON.NS,SAMVRDHNA MTHRSN INTL LTD,Samvardhana Motherson International Limited,168.81,225.0,125.0,193.4,191.5,1.95,buy,20.0,2.86,1.7,Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum,17,11
3339,2024-12-15 18:31:55,MOTILALOFS.NS,Capital Markets,Financial Services,12500.0,8.0,3.0,8.0,1.0,6.0,86400.0,2.0,989.85,994.8,986.2,1015.5,989.85,994.8,986.2,1015.5,4.25,0.0047,1707177600.0,0.0627,1.1,0.36,17.83181,20.847761,1581900.0,1581900.0,2890827.0,2707259.0,2707259.0,596612153344.0,306.5,1298.5,8.791408,921.48,680.1595,,,636333850624.0,0.41201,147380216.0,599278976.0,0.51321,0.33469,612900992.0,146.499,6.79561,0.674,55.83,50.3,-0.20211995,3.5,1707177600.0,NSI,EQUITY,52856700928.0,88.531,,139988500480.0,,,67863101440.0,159.645,114.201,,0.37226,,,0.64,0.568,0.80542,,0.53203,MOTILALOFS.NS,MOTILAL OSWAL FIN LTD,Motilal Oswal Financial Services Limited,995.55,1050.0,948.0,1012.6667,1040.0,,none,3.0,0.58,2.5,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Hold,No strong momentum,9,7
3340,2024-12-15 18:31:55,MOTISONS.NS,Luxury Goods,Consumer Cyclical,,,,,,,86400.0,2.0,28.41,28.41,27.8,28.5,28.41,28.41,27.8,28.5,,,,,,,57.55102,,876697.0,876697.0,9586840.0,1284187.0,1284187.0,27761774592.0,8.885,33.8,6.629725,28.8964,20.82164,,,28677357568.0,0.07901,333430759.0,984460032.0,0.68461,,999707008.0,3.515,8.022759,,0.49,,1.743602,,,NSI,EQUITY,83354000.0,0.085,616596224.0,898809984.0,,,4187470080.0,26.077,5.022,,0.13997,,,,,0.1893,0.14725,0.15492,MOTISONS.NS,MOTISONS JEWELLERS LTD,,28.2,,,,,,none,,-0.74,1.0,Strong Buy,Hold,High Beta (more volatile),,,Buy,Trading near its 52-week high (bullish momentum),21,9
3341,2024-12-15 18:31:55,MOTOGENFIN.NS,Real Estate Services,Real Estate,18.0,,,,,,86400.0,2.0,32.27,32.78,31.91,32.78,32.27,32.78,31.91,32.78,,,1316649600.0,,,0.631,59.222218,,17863.0,17863.0,25829.0,39718.0,39718.0,1238495872.0,30.2,50.9,13.580148,34.4318,35.73925,,,1326643584.0,0.16157,9272336.0,38727200.0,0.79116994,0.02657,39295700.0,19.366,1.6513478,,0.54,,-0.007076919,0.75,1316649600.0,NSI,EQUITY,3140000.0,0.081,30674250.0,12664000.0,,,91199000.0,1.689,2.345,,,,,,0.165,1.0,0.33633998,0.17016001,MOTOGENFIN.NS,MOTOR & GENERAL FINANCE L,The Motor & General Finance Limited,31.98,,,,,,none,,-0.9,1.0,Strong Buy,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<2) indicates potential for growth",Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum),14,8
3342,2024-12-15 18:31:55,MPHASIS.NS,Information Technology Services,Technology,24518.0,,,,,,86400.0,2.0,3195.4,3207.45,3176.9,3227.45,3195.4,3207.45,3176.9,3227.45,55.0,0.0172,1720569600.0,0.65680003,2.56,0.755,38.190395,30.779749,394364.0,394364.0,742239.0,485194.0,485194.0,605840343040.0,2187.0,3237.95,4.419415,2959.399,2699.4504,55.0,0.017212244,593400037376.0,0.116330005,111901161.0,189484992.0,0.4093,0.47715,189568000.0,458.131,6.979008,0.08,83.72,103.54,0.19229114,55.0,1720569600.0,NSI,EQUITY,29826340864.0,157.62,21312180224.0,18201290752.0,1.448,1.64,137086099456.0,20.995,725.536,0.09174,0.19236,15899678720.0,20603529216.0,0.076,0.079,0.40934,0.15547,0.15393,MPHASIS.NS,MPHASIS LIMITED,Mphasis Limited,3197.3,3800.0,2130.0,3145.0,3183.0,2.67742,hold,31.0,0.06,2.0,Buy,Hold,Low Beta (less volatile than the market),,,Buy,Trading near its 52-week high (bullish momentum),11,10
3343,2024-12-15 18:31:55,MPSLTD.NS,Publishing,Communication Services,2406.0,,,,,,86400.0,2.0,2060.7,2045.0,2040.0,2090.6,2060.7,2045.0,2040.0,2090.6,75.0,0.0364,1722470400.0,1.065,4.17,1.212,29.43388,21.211657,7620.0,7620.0,13951.0,21108.0,21108.0,35184971776.0,1416.05,2469.0,5.483545,2100.776,1950.3612,90.0,0.04367448,34269184000.0,0.18635,4500438.0,16960700.0,0.73475,0.01287,16989500.0,262.566,7.9008703,0.173,70.48,80.7,0.17909253,45.0,1722470400.0,NSI,EQUITY,986099968.0,58.119,1757531008.0,57700000.0,1.113,1.732,6416464896.0,1.295,378.316,0.1509,0.26643,1664377344.0,1018593024.0,0.173,0.371,0.52553004,0.27391002,0.26268998,MPSLTD.NS,MPS LIMITED,MPS Limited,2074.5,2570.0,2570.0,2570.0,2570.0,,none,1.0,0.67,3.0,Hold,Buy,"High Beta (more volatile)-
 Pays a good dividend (>3%)",Hold,Strong Revenue Growth (>10%),Hold,No strong momentum,4,4
3344,2024-12-15 18:31:55,MRF.NS,Auto Parts,Consumer Cyclical,19209.0,,,,,,86400.0,2.0,133235.25,133240.25,132300.0,133442.8,133235.25,133240.25,132300.0,133442.8,203.0,0.0015,1731974400.0,0.0436,0.15,0.4,28.832163,24.413496,2755.0,2755.0,7030.0,6563.0,6563.0,562080382976.0,115500.05,151445.0,2.1135793,126518.055,131377.16,200.0,0.0015011042,562346328064.0,0.07323,2459973.0,4241140.0,0.47967,0.19268999,4259490.0,41658.85,3.1813288,-0.198,4596.62,5298.15,0.115698814,3.0,1731974400.0,NSI,EQUITY,31114199040.0,7336.329,40790401024.0,31381999616.0,0.742,1.423,265937698816.0,17.762,62704.4,0.06117,0.11627,5483749888.0,26870700032.0,-0.198,0.107,0.37495998,0.15338,0.08745,MRF.NS,MRF LTD,MRF Limited,132530.5,160000.0,92500.0,118574.22,107180.0,,none,9.0,-0.53,1.8,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum,16,10
3345,2024-12-15 18:31:55,MRO-TEK.NS,Communication Equipment,Technology,62.0,,,,,,86400.0,2.0,95.89,97.0,93.61,98.59,95.89,97.0,93.61,98.59,,,1276560000.0,,4.65,0.488,16.24315,,61265.0,61265.0,71450.0,63295.0,63295.0,1773711232.0,56.1,126.8,4.46054,92.1142,87.9951,,,2820570368.0,0.15193,5582212.0,18684600.0,0.82462996,,18698200.0,37.011,2.5630217,,5.84,,0.6518519,1.0,1276560000.0,NSI,EQUITY,118000.0,0.006,107494000.0,1168408960.0,,,397644992.0,168.96,21.332,,,,,,0.739,0.56081,0.27033,0.39150003,MRO-TEK.NS,MRO-TEK REALTY LIMITED,MRO-TEK Realty Limited,94.86,,,,,,none,,-1.07,2.2,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum,9,3
3346,2024-12-15 18:31:55,MRPL.NS,Oil & Gas Refining & Marketing,Energy,2548.0,5.0,9.0,1.0,8.0,9.0,86400.0,2.0,149.4,149.5,148.0,151.53,149.4,149.5,148.0,151.53,3.0,0.0201,1723161600.0,0.5803,1.93,0.942,28.68859,12.953712,1273968.0,1273968.0,3267655.0,1889252.0,1889252.0,260119183360.0,118.8,289.25,0.26485845,156.946,199.3725,2.0,0.013386881,394402660352.0,0.00923,182587773.0,1752600064.0,0.89572996,0.021170001,1753769984.0,70.279,2.1104457,,5.17,14.67,0.17268443,2.0,1723161600.0,NSI,EQUITY,652600000.0,0.373,38669070336.0,135331299328.0,0.366,0.918,982106439680.0,109.967,560.484,0.045440003,0.074829996,13880174592.0,34838638592.0,,0.298,0.05844,0.03937,-0.03269,MRPL.NS,MRPL,Mangalore Refinery and Petrochemicals Limited,148.32,169.0,131.0,150.0,150.0,,none,2.0,-0.72,2.4,Buy,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum),9,6
3347,2024-12-15 18:31:55,MSPL.NS,Steel,Basic Materials,1198.0,,,,,,86400.0,2.0,46.83,46.83,46.1,47.95,46.83,46.83,46.1,47.95,,,1347580800.0,,,1.238,130.44444,-2.7144508,333272.0,333272.0,1063669.0,462891.0,462891.0,22946299904.0,22.45,64.52,0.77137315,45.945,35.726,,,22785359872.0,0.0077100005,58232352.0,487489984.0,0.7243,0.01604,488635008.0,14.302,3.2834568,,0.36,-17.3,0.9970149,0.25,1347580800.0,NSI,EQUITY,472047008.0,1.225,1364919296.0,7814758912.0,,,29747341312.0,134.129,75.962,,,,,,0.15,0.19334999,0.045879997,0.03838,MSPL.NS,MSP STEEL & POWER LTD.,MSP Steel & Power Limited,46.96,,,,,,none,,0.28,1.0,Strong Buy,Hold,High Beta (more volatile),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),Hold,No strong momentum,24,15
3348,2024-12-15 18:31:55,MSTCLTD.NS,Conglomerates,Industrials,290.0,,,,,,86400.0,2.0,746.95,754.0,748.25,768.05,746.95,754.0,748.25,768.05,18.7,0.0294,1725926400.0,0.4473,,0.877,27.255789,,156614.0,156614.0,344337.0,543248.0,543248.0,53067780096.0,492.3,1165.0,6.970484,680.302,807.9005,,,34800570368.0,0.28327,23412885.0,70400000.0,0.65911,0.04182,70442400.0,126.284,5.9655223,0.223,27.64,,0.4709531,4.0,1732233600.0,NSI,EQUITY,11483008000.0,163.062,3685484032.0,1450019968.0,,,7613213184.0,16.31,108.131,,,,,0.223,0.059,0.91436994,0.48409,0.43935,MSTCLTD.NS,MSTC LIMITED,MSTC Limited,753.35,,,,,,none,,0.86,2.7,Hold,Hold,Low Beta (less volatile than the market),Hold,Highly Profitable with margins > 20%,Hold,No strong momentum,9,2
3349,2024-12-15 18:31:55,MSUMI.NS,Auto Parts,Consumer Cyclical,5018.0,,,,,,86400.0,2.0,63.9,64.0,62.51,64.3,63.9,64.0,62.51,64.3,0.8,0.0125,1723593600.0,0.43330002,,-0.244,41.78,31.58977,4840995.0,4840995.0,5354588.0,3821316.0,3821316.0,277200666624.0,59.1,80.0,3.1453505,63.5184,68.45375,,,288114147328.0,0.07492,1710765812.0,4421109760.0,0.61727,0.2166,4485609984.0,3.616,17.331305,-0.024,1.5,2.03,0.03818035,0.8,1723593600.0,NSI,EQUITY,526500000.0,0.118,9395500032.0,2819699968.0,0.746,1.678,88130297856.0,17.432,19.941,0.17083,0.45002997,3397574912.0,6505299968.0,-0.029,0.108,0.33501,0.10661,0.08831,MSUMI.NS,MOTHERSON SUMI WRNG IND L,Motherson Sumi Wiring India Limited,62.67,82.0,68.0,74.63636,73.0,,none,11.0,-1.92,1.7,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum),17,11
3350,2024-12-15 18:31:55,MTARTECH.NS,Specialty Industrial Machinery,Industrials,1111.0,,,,,,86400.0,2.0,1638.5,1624.0,1615.05,1645.95,1638.5,1624.0,1615.05,1645.95,,,1645401600.0,,,-0.282,130.51807,40.122223,122005.0,122005.0,181091.0,344025.0,344025.0,49982812160.0,1495.4,2351.3,8.620625,1690.217,1797.987,,,52141658112.0,0.06643,19580238.0,30759600.0,0.36376998,0.20271999,31364100.0,227.302,7.148859,-0.082,12.45,,-0.29291183,3.0,1645401600.0,NSI,EQUITY,120720000.0,3.923,949729984.0,1836870016.0,0.921,2.421,5798049792.0,26.259,188.48,0.04125,0.05663,224161248.0,1425090048.0,-0.083,0.14,0.46741,0.16379999,0.15271,MTARTECH.NS,MTAR TECHNOLOGIES LIMITED,MTAR Technologies Limited,1624.95,2000.0,1276.0,1638.0,1638.0,,none,2.0,-0.83,1.0,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum),23,13
3351,2024-12-15 18:31:55,MTEDUCARE.NS,Education & Training Services,Consumer Defensive,135.0,,,,,,86400.0,4.0,2.67,2.53,2.53,2.53,2.67,2.53,2.53,2.53,,,1474329600.0,,1.86,0.963,,,60992.0,60992.0,18829.0,6372.0,6372.0,195056416.0,2.53,4.74,0.4018335,3.0406,3.39265,,,1476910976.0,-0.53292,24241917.0,72228096.0,0.59122,,77097400.0,4.073,0.6211638,,-4.13,,-0.33249998,1.4,1474329600.0,NSI,EQUITY,99786000.0,1.382,-7805750.0,1350622976.0,,,485416000.0,459.069,6.711,,,,,,-0.151,0.06782,-0.01608,-0.0025,MTEDUCARE.NS,MT EDUCARE LTD,MT Educare Limited,2.53,,,,,,none,,-5.24,2.6,Hold,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<1) indicates undervalued assets",,,Hold,Trading near its 52-week low (bearish momentum),7,2
3352,2024-12-15 18:31:55,MTNL.NS,Telecom Services,Communication Services,3309.0,,,,,,86400.0,2.0,57.33,57.55,56.32,58.7,57.33,57.55,56.32,58.7,,,1253145600.0,,2.85,0.771,,,5322708.0,5322708.0,5176536.0,12993039.0,12993039.0,35802902528.0,29.55,101.93,4.572938,49.3548,48.31715,,,327393312768.0,,259818300.0,630000000.0,0.57701,0.13121,643187008.0,-375.303,,,-52.16,,0.6617391,1.0,1253145600.0,NSI,EQUITY,1084300032.0,1.721,2241325056.0,301412810752.0,,,7829300224.0,,12.43,,,,,,-0.078,0.08464,0.28627002,-0.37493,MTNL.NS,MAHANAGAR TELEPHONE NIGAM,Mahanagar Telephone Nigam Limited,56.83,,,,,,none,,-0.87,2.6,Hold,Hold,Low Beta (less volatile than the market),,,Hold,No strong momentum,7,2
