row_insert_order,PreviousDayDate,Symbol_Input,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,symbol,shortName,longName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,Today_Growth,Calculated_Score,Score_Recommendation,Conservative_Invs_Recom,Conservative_Invs_Reson,Growth_Invs_Recom,Growth_Invs_Reson,Momentum_Invs_Recom,Momentum_Invs_Reson
5124,2024-12-14 23:36:08,IREDA.NS,Credit Services,Financial Services,,,,,,,86400,2,221.03,219.9,212.7,219.97,221.03,219.9,212.7,219.97,,,,,,,40.530727,33.229004,5854750,5854750,8621610,10447355,10447355,584990916608,95.55,310.0,27.559643,207.154,203.96255,,,1114956103680,0.68044996,673149462,2687759872,0.75001,0.01503,2732499968,34.672,6.277399,0.362,5.37,6.55,0.9637021,,,NSI,EQUITY,17923506176,6.656,,547270000640,735.52,735.52,21226360832,586.184,8.07,0.02407,0.18149,,-157353394176,0.152,0.359,1.0,,0.86917,IREDA.NS,INDIAN RENEWABLE ENERGY,Indian Renewable Energy Development Agency Limited,217.65,280.0,130.0,205.0,205.0,,none,2,-1.53,1.7,Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Hold,No strong momentum
5125,2024-12-14 23:36:08,IRFC.NS,Credit Services,Financial Services,42,,,,,,86400,2,162.73,161.5,156.09,161.83,162.73,161.5,156.09,161.83,1.6,0.01,1731369600,0.3012,,0.352,31.96393,31.274511,27371411,27371411,23992926,32442735,32442735,2084824416256,87.1,229.0,31.26883,148.9048,163.2676,1.5,0.009217723,6009783320576,0.97574997,1780339378,13068499968,0.86364,0.01012,13345800192,39.253,4.063384,0.041,4.99,5.1,0.68860626,0.8,1731369600,NSI,EQUITY,127670501376,9.738,,4048613015552,6.751,6.761,66674208768,786.687,5.1,0.01312,0.13123,,84434878464,0.025,0.041,1.0,,0.97678,IRFC.NS,INDIAN RAILWAY FIN CORP L,Indian Railway Finance Corporation Limited,159.5,50.0,50.0,50.0,50.0,,none,1,-1.98,1.7,Buy,Hold,Low Beta (less volatile than the market),Hold,Highly Profitable with margins > 20%,Hold,No strong momentum
5126,2024-12-14 23:36:08,IRIS.NS,Software - Application,Technology,458,,,,,,86400,2,468.75,459.4,459.4,459.4,468.75,459.4,459.4,459.4,,,,,,1.204,68.46497,,2067,2067,21471,8872,8872,9217539072,106.15,478.3,7.932976,395.184,255.912,,,8661660672,0.11281,8228756,19994600,0.6063,,20064300,31.196,14.726247,1.904,6.71,,2.3002872,,,NSI,EQUITY,225592992,11.725,145251008,45423000,1.429,2.304,1161927040,7.53,59.749,0.10627,0.27905,3443625,184644000,1.814,0.287,0.52485,0.12501,0.14607,IRIS.NS,IRIS BUSINESS SERV LTD,IRIS Business Services Limited,459.4,,,,,,none,,-1.99,1.3,Strong Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum)
5127,2024-12-14 23:36:08,IRISDOREME.NS,Apparel Manufacturing,Consumer Cyclical,1459,,,,,,86400,2,66.93,68.0,63.28,68.0,66.93,68.0,63.28,68.0,,,,,,-0.131,45.48611,21.833334,114285,114285,127569,82127,82127,5342874112,60.36,90.9,3.8634646,66.5756,71.47975,,,5864934912,0.08488,23752112,81570600,,,82489800,9.229,7.0971937,0.05,1.44,,-0.10318643,,,NSI,EQUITY,8671000,0.106,249770000,467856992,0.803,1.946,1382923008,62.027,16.936,0.08976,0.16865999,-2209625,74811000,0.044,0.283,0.4738,0.18061,0.14901,IRISDOREME.NS,IRIS CLOTHINGS LIMITED,Iris Clothings Limited,65.5,88.0,88.0,88.0,88.0,,none,1,-2.14,1.7,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
5128,2024-12-14 23:36:08,IRMENERGY.NS,Utilities - Regulated Gas,Utilities,163,,,,,,86400,2,378.65,377.4,374.0,381.75,378.65,377.4,374.0,381.75,1.5,0.004,1720742400,,,,24.446245,9.161407,23720,23720,97017,55504,55504,15530897408,360.6,641.0,1.6316521,392.306,454.53726,,,15212414976,0.081379995,10358125,41059700,0.73353994,0.10735,41146900,221.788,1.7018505,-0.305,15.44,,-0.20369977,1.5,1720742400,NSI,EQUITY,2749839872,66.972,1341762560,2294279936,,,9518510080,24.623,252.492,,,,,-0.487,-0.081,0.24150999,0.14096,0.09824,IRMENERGY.NS,IRM ENERGY LIMITED,IRM Energy Limited,377.45,545.0,545.0,545.0,545.0,,none,1,-0.32,1.8,Buy,Hold,"High Beta (more volatile)-
 Price-to-Book ratio (<2) indicates potential for growth",Buy,Low Forward P/E (<20) indicates growth potential,Hold,Trading near its 52-week low (bearish momentum)
5129,2024-12-14 23:36:08,ISEC.NS,Capital Markets,Financial Services,5409,,,,,,86400,2,878.7,878.7,864.3,886.0,878.7,878.7,864.3,886.0,34.0,0.0385,1714089600,0.4591,3.48,0.784,14.0313635,16.398283,209704,209704,303139,208308,208308,287937265664,672.05,922.45,5.976592,859.86,791.13525,17.0,0.019346762,369122836480,0.42721,83088113,325059008,,0.90218,325612992,137.829,6.4268045,0.249,63.13,44.33,0.20670128,17.0,1714089600,NSI,EQUITY,139864801280,431.724,,222551195648,1.154,1.163,48177500160,498.411,148.948,0.07848,0.53186,,-70729302016,0.24,0.246,0.90495,,0.55185,ISEC.NS,ICICI SECURITIES LIMITED,ICICI Securities Limited,885.8,725.0,500.0,612.5,612.5,,none,2,0.81,3.4,Hold,Buy,"Low Beta (less volatile than the market)-
 Pays a good dividend (>3%)",Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Buy,Trading near its 52-week high (bullish momentum)
5130,2024-12-14 23:36:08,ISFT.NS,Internet Retail,Consumer Cyclical,35,,,,,,86400,2,158.21,158.21,154.0,164.0,158.21,158.21,154.0,164.0,,,1662336000,,1.61,0.6,20.890322,12.579642,102379,102379,23158,33053,33053,2640864256,107.5,191.75,0.5408436,144.1856,135.72745,,,2891299584,0.02199,5807527,16311700,0.62307,,16311700,129.576,1.2494597,0.339,7.75,12.87,0.24765205,1.0,1662336000,NSI,EQUITY,771379968,47.388,194111744,1394004992,,,4882861056,65.954,321.063,,,,,0.213,0.023,0.34876,0.03975,0.03683,ISFT.NS,INTRASOFT TECH. LTD,IntraSoft Technologies Limited,161.9,,,,,,none,,2.33,2.1,Buy,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<2) indicates potential for growth",Buy,Low Forward P/E (<20) indicates growth potential,Hold,No strong momentum
5131,2024-12-14 23:36:08,ISGEC.NS,Specialty Industrial Machinery,Industrials,2979,,,,,,86400,2,1566.2,1554.0,1545.1,1627.7,1566.2,1554.0,1545.1,1627.7,4.0,0.003,1724198400,0.0853,,0.554,40.181957,29.281769,324175,324175,72323,186913,186913,116911915008,810.0,1675.55,1.8344139,1371.549,1249.1748,,,99254493184,0.040549997,27084595,73529504,0.63166,0.12039,75658600,342.068,4.6481986,0.292,39.57,,0.6830288,4.0,1724198400,NSI,EQUITY,1757372032,23.9,5284731904,8143901184,,,63732572160,31.189,866.725,,,,,0.292,0.111,0.30027,0.08292,0.06425,ISGEC.NS,ISGEC HEAVY ENG LTD,Isgec Heavy Engineering Limited,1590.0,1700.0,1700.0,1700.0,1700.0,1.0,strong_buy,1,1.52,1.7,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum)
5132,2024-12-14 23:36:08,ITC.NS,Tobacco,Consumer Defensive,37312,3,6,8,5,6,86400,2,460.6,460.0,451.65,474.4,460.6,460.0,451.65,474.4,15.0,0.0319,1717459200,0.83739996,4.04,0.241,28.719513,24.797604,31753858,31753858,11711740,14701405,14701405,5892586602496,399.35,528.5,7.8426375,478.998,463.49826,7.5,0.016283108,5698632024064,0.27337998,9137953176,12510799872,0.28409,0.46492,12637100032,60.148,7.8306847,0.019,16.4,18.95,0.04062879,7.5,1717459200,NSI,EQUITY,190998691840,15.263,264712994816,3043399936,1.667,3.052,751352676352,0.402,60.164,0.17,0.28645,96529309696,161626603520,0.018,0.167,0.58748,0.35232,0.301,ITC.NS,ITC LTD,ITC Limited,471.0,595.0,420.0,540.9143,540.0,1.6,buy,35,2.26,3.0,Hold,Buy,"Low Beta (less volatile than the market)-
 Pays a good dividend (>3%)",Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Hold,No strong momentum
5133,2024-12-14 23:36:08,ITDC.NS,Lodging,Consumer Cyclical,465,,,,,,86400,2,653.95,655.0,637.0,655.0,653.95,655.0,637.0,655.0,2.52,0.0043,1724976000,0.2868,,1.009,78.3983,,26194,26194,36181,32466,32466,55406166016,426.2,930.8,11.108781,625.371,690.64325,,,48857899008,0.12999,4375097,85769400,0.94896007,0.01789,86081200,45.363,14.188877,-0.321,8.21,,0.4683702,2.52,1724976000,NSI,EQUITY,1777528064,20.725,868964224,6349000,,,4987600896,0.168,58.172,,,,,-0.33,-0.281,0.50254,0.17422001,0.07333,ITDC.NS,INDIA TOUR. DEV. CO. LTD.,India Tourism Development Corporation Limited,643.65,,,,,,none,,-1.58,1.0,Strong Buy,Hold,High Beta (more volatile),None,None,Hold,No strong momentum
5134,2024-12-14 23:36:08,ITDCEM.NS,Engineering & Construction,Industrials,2632,,,,,,86400,2,513.9,513.0,506.2,514.9,513.9,513.0,506.2,514.9,1.7,0.0033000002,1724198400,0.0859,0.39,0.816,25.947447,18.10223,435763,435763,1894134,498723,498723,88213135360,256.1,694.3,1.0201302,541.191,472.3075,,,93441695744,0.039330002,79828737,171788000,0.52456003,0.08939999,172038000,94.874,5.4124417,0.343,19.79,17.17,0.77804756,1.7,1724198400,NSI,EQUITY,4480643072,26.06,8081468928,9724294144,0.854,1.098,86472433664,59.446,503.501,0.06727,0.22965,-2676231168,2751013888,0.343,0.236,0.34052,0.09345999,0.06771,ITDCEM.NS,ITD CEMENTATION INDIA LTD,ITD Cementation India Limited,513.5,649.0,491.0,587.6667,623.0,,none,3,-0.08,2.1,Buy,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),Hold,No strong momentum
5135,2024-12-14 23:36:08,ITI.NS,Communication Equipment,Technology,1007,,,,,,86400,2,365.45,365.0,352.5,369.1,365.45,365.0,352.5,369.1,,,,,,0.467,,,5960515,5960515,11314816,30925564,30925564,345054511104,210.0,404.0,21.213627,271.3446,284.92865,,,289638842368,-0.3427,96088694,960886976,0.97896004,0.00087,979102976,18.57,19.337643,,-5.24,,0.1992644,,,NSI,EQUITY,8324199936,8.663,-2836104448,17960599552,,,16265700352,100.656,16.911,,,,,,2.311,0.06745,-0.17436,-0.05096,ITI.NS,ITI LTD,ITI Limited,359.1,,,,,,none,,-1.74,2.6,Hold,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum)
5136,2024-12-14 23:36:08,IVC.NS,Financial Conglomerates,Financial Services,17,,,,,,86400,2,11.92,12.06,11.48,12.06,11.92,12.06,11.48,12.06,0.7,0.0678,1724371200,5.0,7.74,0.474,97.083336,,331694,331694,263824,450476,450476,3661618432,8.4,18.39,6.321975,11.3786,11.71015,,,2055134848,0.08635,144593235,314032992,0.52698004,,314302016,6.445,1.8076026,,0.12,,-0.19027776,0.7,1724371200,NSI,EQUITY,1383568000,4.406,96076248,,,,579188992,,1.889,,,,,,-0.453,0.78213996,0.16588,-0.19793,IVC.NS,IL&FS INVESTMENT MANAGERS,IL&FS Investment Managers Limited,11.65,,,,,,none,,-2.27,2.2,Buy,Buy,"Low Beta (less volatile than the market)-
 Pays a good dividend (>3%)-
 Price-to-Book ratio (<2) indicates potential for growth",None,None,Hold,No strong momentum
5137,2024-12-14 23:36:08,IVP.NS,Specialty Chemicals,Basic Materials,208,,,,,,86400,2,230.1,230.49,224.15,234.0,230.1,230.49,224.15,234.0,1.0,0.0044,1722470400,0.0858,1.7,,19.817167,17.841578,10136,10136,47316,20405,20405,2399478016,145.8,290.0,0.45712182,224.7514,195.77345,,,3326221056,0.022939999,2593964,10326300,0.72823,,10393200,129.609,1.7812806,-0.534,11.65,12.94,-0.058438063,1.0,1722470400,NSI,EQUITY,11700000,1.132,268700000,976700032,0.842,1.313,5249099776,72.915,508.428,0.041139998,0.093710005,-110737504,31500000,-0.535,-0.135,0.18726999,0.05119,0.039979998,IVP.NS,IVP LTD,IVP Limited,230.87,,,,,,none,,0.33,2.2,Buy,Hold,"High Beta (more volatile)-
 Price-to-Book ratio (<2) indicates potential for growth",Buy,Low Forward P/E (<20) indicates growth potential,Hold,No strong momentum
5138,2024-12-14 23:36:08,IWEL.NS,Specialty Industrial Machinery,Industrials,2,,,,,,86400,2,11325.2,11320.4,10827.1,11320.45,11325.2,11320.4,10827.1,11320.45,,,,,,-0.485,,,14208,14208,8310,8038,8038,133132394496,4600.0,13900.0,5.534952,11409.903,8986.685,,,162130051072,0.019609999,2870758,12047600,0.80794996,0.02378,12103000,2468.889,4.4554253,,-9.87,,1.3353217,,,NSI,EQUITY,8050599936,667.855,5109273088,14752300032,0.756,1.552,24053035008,27.811,2062.129,0.03086,0.03985,-6758585856,-1221271040,,0.974,0.42001,0.21242,0.16510999,IWEL.NS,INOX WIND ENERGY LIMITED,Inox Wind Energy Limited,10999.95,,,,,,none,,-2.87,2.6,Hold,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
5139,2024-12-14 23:36:08,IXIGO.NS,Travel Services,Consumer Cyclical,,,,,,,86400,2,155.92,154.51,150.82,156.95,155.92,154.51,150.82,156.95,,,,,,,84.21311,70.049995,984645,984645,739207,1488654,1488654,59705761792,131.6,197.5,8.249523,147.4742,156.63774,,,56708071424,0.09263,123961132,387423008,0.36148,0.48587,392201984,15.45,9.974757,-0.532,1.83,,-0.07060099,,,NSI,EQUITY,2682810112,6.971,632000000,115830000,1.605,2.256,7237479936,1.948,19.153,,,,942040000,-0.548,0.26,0.79592,0.08732,0.09696999,IXIGO.NS,LE TRAVENUES TECHNOLOGY L,,154.11,170.0,170.0,170.0,170.0,,none,1,-1.16,1.0,Strong Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
5140,2024-12-14 23:36:08,IZMO.NS,Software - Application,Technology,386,,,,,,86400,2,592.6,593.0,593.0,648.0,592.6,593.0,593.0,648.0,,,1253750400,,,1.017,17.14728,,733548,733548,76387,263381,263381,9472060416,221.2,648.0,4.911957,432.407,382.6715,,,5307584000,0.14036,7347057,14872100,0.40330002,0.0388,14873300,217.132,2.9330084,0.203,37.14,,1.6972342,1.25,1253750400,NSI,EQUITY,169196000,11.986,433125184,92966000,,,1928368000,3.034,141.084,,,,,0.145,0.147,0.51791,0.22461,0.11387999,IZMO.NS,IZMO LIMITED,IZMO Limited,636.85,,,,,,none,,7.47,2.5,Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum)
5141,2024-12-14 23:36:08,J&KBANK.NS,Banks - Regional,Financial Services,12415,,,,,,86400,2,104.46,104.39,100.45,104.39,104.46,104.39,100.45,104.39,2.15,0.0211,1723161600,0.1148,3.08,1.206,5.451148,6.1878786,1850781,1850781,3014565,3026892,3026892,112485613568,88.11,152.5,1.9235462,98.9862,114.64815,2.15,0.020582043,65789386752,0.34671003,430926146,1101180032,0.6084,0.093789995,1101720064,120.836,0.84494686,0.44,18.73,,-0.20683497,2.15,1723161600,NSI,EQUITY,75505197056,68.569,,28844599296,,,58478247936,,53.809,0.01329,0.16954,,-113578901504,0.349,0.109,,,0.44404998,J&KBANK.NS,J & K BANK LTD.,The Jammu and Kashmir Bank Limited,102.1,155.0,155.0,155.0,155.0,,none,1,-2.26,3.5,Hold,Hold,"High Beta (more volatile)-
 Price-to-Book ratio (<1) indicates undervalued assets",Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Hold,Trading near its 52-week low (bearish momentum)
5142,2024-12-14 23:36:08,JAGRAN.NS,Publishing,Communication Services,4780,,,,,,86400,2,87.85,87.45,86.0,88.8,87.85,87.45,86.0,88.8,5.0,0.057800002,1726185600,0.6024,2.4,0.536,10.421686,8.244322,90151,90151,264144,203318,203318,18874992640,82.0,129.5,0.9875815,87.4776,94.79055,,,15924112384,0.094610006,67564317,217654000,0.69024,0.09974,218208000,87.266,0.99122226,0.013,8.3,12.76,-0.08861959,5.0,1726185600,NSI,EQUITY,6611380224,30.311,3160520960,2041453952,1.863,2.325,19112339456,9.88,87.738,0.0542,0.07946,3255982848,2410226944,0.01,-0.027,0.52222,0.16537,0.09078,JAGRAN.NS,JAGRAN PRAKASHAN LIMITED,Jagran Prakashan Limited,86.5,88.0,88.0,88.0,88.0,3.0,hold,1,-1.54,3.7,Underperform,Buy,"Low Beta (less volatile than the market)-
 Pays a good dividend (>3%)-
 Price-to-Book ratio (<1) indicates undervalued assets",Buy,Low Forward P/E (<20) indicates growth potential,Hold,Trading near its 52-week low (bearish momentum)
5143,2024-12-14 23:36:08,JAGSNPHARM.NS,Drug Manufacturers - Specialty & Generic,Healthcare,1025,,,,,,86400,2,662.9,660.0,647.45,679.0,662.9,660.0,647.45,679.0,5.0,0.0074,1725580800,0.5556,0.87,1.055,74.47281,,95436,95436,161969,175780,175780,17866649600,273.6,820.1,7.875941,565.768,403.652,,,17129266176,0.10712,5715909,26546000,0.76281,0.014780001,26626900,74.422,9.016151,0.534,9.01,,0.68217635,5.0,1725580800,NSI,EQUITY,778449984,29.393,257160000,98140000,2.071,2.953,2268509952,4.979,85.096,0.060539998,0.13260001,548588736,575110016,0.496,0.292,0.59246,0.11336,0.18669,JAGSNPHARM.NS,JAGSONPAL PHARMACEUTICALS,Jagsonpal Pharmaceuticals Limited,671.0,,,,,,none,,1.22,1.3,Strong Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
5144,2024-12-14 23:36:08,JAIBALAJI.NS,Steel,Basic Materials,4431,,,,,,86400,2,953.0,945.0,933.05,956.5,953.0,945.0,933.05,956.5,,,1316044800,,,0.434,19.097713,,71446,71446,126707,153593,153593,172735004672,700.0,1314.0,2.5977042,1014.672,982.82025,,,178033541120,0.13805,30410060,182450000,0.84778,0.012180001,182982000,91.91,10.270917,0.225,49.43,,0.30130374,0.4,1316044800,NSI,EQUITY,909766976,5.272,10129604608,4725297152,,,66495254528,31.416,407.446,,,,,0.224,0.159,0.36601,0.15234,0.17084,JAIBALAJI.NS,JAI BALAJI INDUSTRIES LTD,Jai Balaji Industries Limited,944.0,1270.0,1270.0,1270.0,1270.0,1.0,strong_buy,1,-0.94,2.5,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
5145,2024-12-14 23:36:08,JAICORPLTD.NS,Specialty Chemicals,Basic Materials,1378,,,,,,86400,2,374.8,374.0,359.25,378.35,374.8,374.0,359.25,378.35,0.5,0.0015,1724716800,0.1462,0.56,0.351,100.53476,,942178,942178,972702,1144565,1144565,66104561664,249.05,438.3,13.550882,342.002,339.99725,,,57226555392,0.12445,45788334,175504992,0.75453,0.02791,179883008,70.072,5.3659096,1.483,3.74,,0.05970788,0.5,1724716800,NSI,EQUITY,2373998080,13.303,839362496,,,,4878247936,,27.34,,,,,1.484,0.052,0.33944,0.17206,0.14044,JAICORPLTD.NS,JAI CORP LIMITED,Jai Corp Limited,376.0,,,,,,none,,0.32,1.3,Strong Buy,Hold,Low Beta (less volatile than the market),None,None,Hold,No strong momentum
5146,2024-12-14 23:36:08,JAIPURKURT.NS,Apparel Manufacturing,Consumer Cyclical,93,,,,,,86400,2,34.66,34.98,34.15,35.5,34.66,34.98,34.15,35.5,,,,,,-0.388,17.589743,,56633,56633,107563,77707,77707,473566368,30.44,82.0,0.73501027,37.8174,44.82335,,,708693952,0.086289994,7637783,13806600,,,13806600,32.97,1.0403396,,1.95,,-0.49605262,,,NSI,EQUITY,4344000,0.281,101858000,180890000,1.96,3.262,644299008,35.539,49.74,0.08361,0.14393,-203161376,-114203000,,0.92,0.52284,0.15809,0.118269995,JAIPURKURT.NS,NANDANI CREATION LIMITED,Nandani Creation Limited,34.3,,,,,,none,,-1.04,2.2,Buy,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<2) indicates potential for growth",Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
5147,2024-12-14 23:36:08,JAMNAAUTO.NS,Auto Parts,Consumer Cyclical,1061,,,,,,86400,2,102.02,101.9,100.19,102.49,102.02,101.9,100.19,102.49,2.0,0.019199999,1732752000,0.42650002,1.4,0.722,20.757143,16.951666,591582,591582,1846053,1056821,1056821,40589918208,96.51,149.66,1.6851753,108.1784,123.22775,,,43751522304,0.08561,185988756,398956992,0.55328,0.12726,399075008,22.655,4.4895163,0.017,4.9,,-0.064614,1.0,1732752000,NSI,EQUITY,740481984,1.857,3273811712,2927270912,,,24086466560,32.411,60.414,,,,,0.018,-0.032,0.36334,0.13592,0.114779994,JAMNAAUTO.NS,JAMNA AUTO IND LTD,Jamna Auto Industries Limited,101.71,170.0,142.0,156.0,156.0,,none,2,-0.3,2.4,Buy,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential,Hold,Trading near its 52-week low (bearish momentum)
5148,2024-12-14 23:36:08,JASH.NS,Specialty Industrial Machinery,Industrials,565,,,,,,86400,2,603.7,595.0,588.15,610.95,603.7,595.0,588.15,610.95,1.44,0.0029,1726704000,0.0692,0.69,0.33,51.81976,,152635,152635,287679,211170,211170,37412495360,274.02,653.85,6.610034,526.3914,446.29416,,,40592982016,0.1248,36411767,62562700,,0.00116,62562700,56.755,10.536516,,11.54,,1.0686731,7.2,1726704000,NSI,EQUITY,1015990016,12.28,1027174720,800755008,,,5659955200,22.8,190.339,,,,,,0.784,0.57579,0.18148,0.0035100002,JASH.NS,JASH ENGINEERING LIMITED,Jash Engineering Limited,598.0,,,,,,none,,-0.94,1.0,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum)
5149,2024-12-14 23:36:08,JAYAGROGN.NS,Specialty Chemicals,Basic Materials,695,,,,,,86400,2,297.15,296.0,292.0,297.45,297.15,296.0,292.0,297.45,5.0,0.017,1720742400,0.26950002,1.09,0.813,15.803667,15.165631,12819,12819,31074,28830,28830,8789999616,198.0,356.7,0.3709976,289.981,278.5285,,,11609282560,0.02348,6664094,30000000,0.17676,,30489700,183.426,1.5973744,-0.128,18.54,19.32,0.1883707,5.0,1720742400,NSI,EQUITY,104509000,3.484,1064987008,2552399872,0.676,1.816,23692873728,43.742,789.855,0.06448,0.09969,-1324102016,-555657024,-0.128,0.107,0.15798001,0.044949997,0.03924,JAYAGROGN.NS,JAYANT AGRO ORGANICS LTD,Jayant Agro-Organics Limited,293.0,,,,,,none,,-1.4,2.5,Buy,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<2) indicates potential for growth",Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),Hold,No strong momentum
5150,2024-12-14 23:36:08,JAYBARMARU.NS,Auto Parts,Consumer Cyclical,1077,,,,,,86400,2,90.2,90.81,88.5,91.2,90.2,90.81,88.5,91.2,0.7,0.0078,1725494400,0.2869,0.76,0.891,36.885246,,103904,103904,150832,263010,263010,9758789632,85.0,144.0,0.43675035,94.7734,106.08655,0.7,0.007760532,15170598912,0.01181,26944837,108250000,0.79057,0.00017000001,109930000,49.561,1.815944,-0.665,2.44,,-0.15832943,0.7,1725494400,NSI,EQUITY,38400000,0.352,1503591040,5439003136,0.148,0.649,22344091648,100.735,206.375,0.02849,0.04991,-943054016,1216505984,-0.667,-0.094,0.21291,0.06729,0.023659999,JAYBARMARU.NS,JAY BHARAT MARUTI LTD,Jay Bharat Maruti Limited,90.0,,,,,,none,,-0.22,1.4,Strong Buy,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<2) indicates potential for growth",None,None,Hold,Trading near its 52-week low (bearish momentum)
5151,2024-12-14 23:36:08,JAYNECOIND.NS,Steel,Basic Materials,4261,,,,,,86400,2,41.61,41.32,40.97,42.6,41.61,41.32,40.97,42.6,,,,,,1.247,166.88,,147755,147755,341778,450312,450312,40578498560,36.42,65.4,0.71995413,43.2336,47.5742,,,70338666496,0.00442,86824980,970998016,0.91476,,988267008,22.458,1.85769,,0.25,,-0.16723621,,,NSI,EQUITY,1613900032,1.651,8569468928,31457699840,0.668,2.419,56362614784,143.305,58.048,0.061389998,0.011390001,929391744,9793486848,,-0.181,0.53661996,0.15204,0.07977,JAYNECOIND.NS,JAYASWAL NECO INDUSTR LTD,Jayaswal Neco Industries Limited,41.72,,,,,,none,,0.26,1.0,Strong Buy,Hold,"High Beta (more volatile)-
 Price-to-Book ratio (<2) indicates potential for growth",None,None,Hold,Trading near its 52-week low (bearish momentum)
5152,2024-12-14 23:36:08,JAYSREETEA.NS,Farm Products,Consumer Defensive,19402,,,,,,86400,2,134.66,133.75,131.21,150.7,134.66,133.75,131.21,150.7,,,1564963200,,0.83,0.761,31.601732,,1588769,1588769,501534,403746,403746,4227984896,86.1,166.5,0.56738263,137.781,120.7054,,,8052674560,-0.01653,11831107,28877500,0.61452997,0.0446,28958800,100.68,1.450139,,4.62,,0.35621798,0.35,1565049600,NSI,EQUITY,46412000,1.607,-338005760,4131031040,,,7451735040,142.087,257.998,,,,,,-0.095,0.5521,-0.04536,-0.02329,JAYSREETEA.NS,JAYSHREE TEA & INDUSTRIES,Jay Shree Tea & Industries Limited,146.0,,,,,,none,,8.42,1.4,Strong Buy,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<2) indicates potential for growth",None,None,Hold,No strong momentum
