row_insert_order,PreviousDayDate,Symbol_Input,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,totalCash,totalCashPerShare,ebitda,totalDebt,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,profitMargins,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,trailingPE,forwardPE,symbol,shortName,longName,industry,sector,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,Today_Growth,Calculated_Score,Score_Recommendation,Conservative_Invs_Recom,Conservative_Invs_Reson,Growth_Invs_Recom,Growth_Invs_Reson,Momentum_Invs_Recom,Momentum_Invs_Reson,sector_rank,industry_rank,Stock_Volatile,Stock_Volatile_Percentage,D01_01_Diff,D02_01_Diff,D03_01_Diff,D04_01_Diff,D05_01_Diff,D08_01_Diff,D09_01_Diff,D10_01_Diff,D11_01_Diff,D12_01_Diff,D15_01_Diff,D16_01_Diff,D17_01_Diff,D18_01_Diff,D19_01_Diff,D22_01_Diff,D23_01_Diff,D24_01_Diff,D25_01_Diff,D26_01_Diff,D29_01_Diff,D30_01_Diff,D31_01_Diff,D01_02_Diff,D02_02_Diff,D05_02_Diff,D06_02_Diff,D07_02_Diff,D08_02_Diff,D09_02_Diff,D12_02_Diff,D13_02_Diff,D14_02_Diff,D15_02_Diff,D16_02_Diff,D19_02_Diff,D20_02_Diff,D21_02_Diff,D22_02_Diff,D23_02_Diff,D26_02_Diff,D27_02_Diff,D28_02_Diff,D29_02_Diff,D01_03_Diff,D04_03_Diff,D05_03_Diff,D06_03_Diff,D07_03_Diff,D08_03_Diff,D11_03_Diff,D12_03_Diff,D13_03_Diff,D14_03_Diff,D15_03_Diff,D18_03_Diff,D19_03_Diff,D20_03_Diff,D21_03_Diff,D22_03_Diff,D25_03_Diff,D26_03_Diff,D27_03_Diff,D28_03_Diff,D29_03_Diff,D01_04_Diff,D02_04_Diff,D03_04_Diff,D04_04_Diff,D05_04_Diff,D08_04_Diff,D09_04_Diff,D10_04_Diff,D11_04_Diff,D12_04_Diff,D15_04_Diff,D16_04_Diff,D17_04_Diff,D18_04_Diff,D19_04_Diff,D22_04_Diff,D23_04_Diff,D24_04_Diff,D25_04_Diff,D26_04_Diff,D29_04_Diff,D30_04_Diff,D01_05_Diff,D02_05_Diff,D03_05_Diff,D06_05_Diff,D07_05_Diff,D08_05_Diff,D09_05_Diff,D10_05_Diff,D13_05_Diff,D14_05_Diff,D15_05_Diff,D16_05_Diff,D17_05_Diff,D20_05_Diff,D21_05_Diff,D22_05_Diff,D23_05_Diff,D24_05_Diff,D27_05_Diff,D28_05_Diff,D29_05_Diff,D30_05_Diff,D31_05_Diff,D03_06_Diff,D04_06_Diff,D05_06_Diff,D06_06_Diff,D07_06_Diff,D10_06_Diff,D11_06_Diff,D12_06_Diff,D13_06_Diff,D14_06_Diff,D17_06_Diff,D18_06_Diff,D19_06_Diff,D20_06_Diff,D21_06_Diff,D24_06_Diff,D25_06_Diff,D26_06_Diff,D27_06_Diff,D28_06_Diff,D01_07_Diff,D02_07_Diff,D03_07_Diff,D04_07_Diff,D05_07_Diff,D08_07_Diff,D09_07_Diff,D10_07_Diff,D11_07_Diff,D12_07_Diff,D15_07_Diff,D16_07_Diff,D17_07_Diff,D18_07_Diff,D19_07_Diff,D22_07_Diff,D23_07_Diff,D24_07_Diff,D25_07_Diff,D26_07_Diff,D29_07_Diff,D30_07_Diff,D31_07_Diff,D01_08_Diff,D02_08_Diff,D05_08_Diff,D06_08_Diff,D07_08_Diff,D08_08_Diff,D09_08_Diff,D12_08_Diff,D13_08_Diff,D14_08_Diff,D15_08_Diff,D16_08_Diff,D19_08_Diff,D20_08_Diff,D21_08_Diff,D22_08_Diff,D23_08_Diff,D26_08_Diff,D27_08_Diff,D28_08_Diff,D29_08_Diff,D30_08_Diff,D02_09_Diff,D03_09_Diff,D04_09_Diff,D05_09_Diff,D06_09_Diff,D09_09_Diff,D10_09_Diff,D11_09_Diff,D12_09_Diff,D13_09_Diff,D16_09_Diff,D17_09_Diff,D18_09_Diff,D19_09_Diff,D20_09_Diff,D23_09_Diff,D24_09_Diff,D25_09_Diff,D26_09_Diff,D27_09_Diff,D30_09_Diff,D01_10_Diff,D02_10_Diff,D03_10_Diff,D04_10_Diff,D07_10_Diff,D08_10_Diff,D09_10_Diff,D10_10_Diff,D11_10_Diff,D14_10_Diff,D15_10_Diff,D16_10_Diff,D17_10_Diff,D18_10_Diff,D21_10_Diff,D22_10_Diff,D23_10_Diff,D24_10_Diff,D25_10_Diff,D28_10_Diff,D29_10_Diff,D30_10_Diff,D31_10_Diff,D01_11_Diff,D04_11_Diff,D05_11_Diff,D06_11_Diff,D07_11_Diff,D08_11_Diff,D11_11_Diff,D12_11_Diff,D13_11_Diff,D14_11_Diff,D15_11_Diff,D18_11_Diff,D19_11_Diff,D20_11_Diff,D21_11_Diff,D22_11_Diff,D25_11_Diff,D26_11_Diff,D27_11_Diff,D28_11_Diff,D29_11_Diff,D02_12_Diff,D03_12_Diff,D04_12_Diff,D05_12_Diff,D06_12_Diff,D09_12_Diff,D10_12_Diff,D11_12_Diff,D12_12_Diff,D13_12_Diff,D16_12_Diff,D17_12_Diff,D18_12_Diff,D19_12_Diff,D20_12_Diff,D23_12_Diff,D24_12_Diff,D25_12_Diff,D26_12_Diff,D27_12_Diff,D30_12_Diff,D31_12_Diff,W01_01,W02_01,W03_01,W04_01,W05_01,W06_02,W07_02,W08_02,W09_02,W10_03,W11_03,W12_03,W13_03,W14_04,W15_04,W16_04,W17_04,W18_04,W19_05,W20_05,W21_05,W22_05,W23_06,W24_06,W25_06,W26_06,W27_07,W28_07,W29_07,W30_07,W31_07,W32_08,W33_08,W34_08,W35_08,W36_09,W37_09,W38_09,W39_09,W40_09,W41_10,W42_10,W43_10,W44_10,W45_11,W46_11,W47_11,W48_11,W49_12,W50_12,W51_12,W52_12,W53_12,M01_2024,M02_2024,M03_2024,M04_2024,M05_2024,M06_2024,M07_2024,M08_2024,M09_2024,M10_2024,M11_2024,M12_2024,2024,Expert_Comments,Expert_Review
1475,2024-12-27 23:59:57,PTC.NS,108.0,,,,,,86400.0,2.0,148.01,146.4,148.88,7.8,0.045500003,1726704000.0,0.5128,7.36,1.048,1273709.0,1273709.0,1452803.0,,,,,202.04175,,,80357015552.0,236545475.0,296008000.0,0.22650999,0.23322001,296268000.0,173.709,0.8517694,0.339,15.76,13.2,-0.2211523,7.8,1726704000.0,NSI,EQUITY,22433200128.0,75.723,10867399680.0,43271000064.0,2504206.0,2504206.0,43835813888.0,140.35,254.6,0.26263884,171.5488,,,166905298944.0,71.756,563.597,0.337,-0.033,0.07836,0.06511,0.06439,0.03121,148.02,148.01,146.4,148.88,148.02,9.388325,11.209091,PTC.NS,PTC INDIA LIMITED,PTC India Limited,Utilities - Independent Power Producers,Utilities,147.96,227.0,227.0,227.0,227.0,,none,1.0,-0.04,4.1,Underperform,Buy,High Beta (more volatile)- Pays a good dividend (>3%)- Price-to-Book ratio (<1) indicates undervalued assets,Buy,Low Forward P/E (<20) indicates growth potential,,,1.0,1.0,2.48,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,,
1476,2024-12-27 23:59:57,PTCIL.NS,,,,,,,86400.0,2.0,12208.0,12208.0,13583.65,,,,,,0.498,87678.0,87678.0,14544.0,,,,,11584.197,,,160061800448.0,3989057.0,14984100.0,0.73291,0.04696,14997300.0,447.064,30.265913,-0.566,30.87,,1.0580819,,,NSI,EQUITY,1578609024.0,109.31,629608512.0,1818913024.0,19805.0,19805.0,202925457408.0,5951.15,15702.1,87.378006,11914.879,,,2322385920.0,28.174,166.377,-0.596,-0.345,0.79165,0.2711,0.12576,0.15429,12348.8,12208.0,12208.0,13583.65,12348.8,438.3155,138.99127,PTCIL.NS,PTC INDUSTRIES LIMITED,PTC Industries Limited,Metal Fabrication,Industrials,13530.8,20070.0,19653.0,19861.5,19861.5,,none,2.0,9.57,1.0,Strong Buy,Hold,Low Beta (less volatile than the market),,,,,23.0,10.0,1375.65,10.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.57,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57,9.57,,
1477,2024-12-27 23:59:57,PTL.NS,578.0,,,,,,86400.0,2.0,42.0,41.42,42.4,1.75,0.043,1720742400.0,0.8794,7.11,0.419,58766.0,58766.0,77805.0,,,,,42.9869,,,5592793088.0,28671534.0,132377000.0,0.79438,,132409000.0,63.705,0.6536378,1.038,2.27,5.84,0.0065375566,1.75,1720742400.0,NSI,EQUITY,5792000.0,0.044,585945472.0,212164992.0,61431.0,61431.0,5512178176.0,37.75,54.1,8.565814,41.8842,,,643508992.0,2.516,4.901,1.105,,0.99985003,0.91055,0.87184995,0.40750998,41.57,42.0,41.42,42.4,41.57,18.343613,7.1301365,PTL.NS,PTL ENTERPRISES LTD,PTL Enterprises Limited,Real Estate Services,Real Estate,41.64,,,,,,none,,0.17,3.7,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<1) indicates undervalued assets,Buy,Low Forward P/E (<20) indicates growth potential- Highly Profitable with margins > 20%,,,1.0,1.0,0.98,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,,
1478,2024-12-27 23:59:57,PUNJABCHEM.NS,1215.0,,,,,,86400.0,2.0,983.85,983.85,1022.0,3.0,0.0028,1721865600.0,0.0933,0.24,0.772,11262.0,11262.0,8693.0,0.06501,0.11788,-93200000.0,405600000.0,1152.2522,,,14170677248.0,3289881.0,12262200.0,0.71036005,0.0004,12318400.0,286.868,3.4688425,-0.317,32.13,,-0.23969102,3.0,1721865600.0,NSI,EQUITY,195200000.0,15.922,909100032.0,1232099968.0,13163.0,13163.0,12258039808.0,899.85,1575.0,1.3695521,1071.623,0.844,1.561,8950400000.0,35.034,729.882,-0.317,,0.3757,0.101569995,0.080369994,0.04403,1003.95,983.85,983.85,1022.0,1003.95,30.971054,,PUNJABCHEM.NS,PUNJAB CHEM & CROP PROT L,Punjab Chemicals and Crop Protection Limited,Chemicals,Basic Materials,995.1,,,,,,none,,-0.88,1.4,Strong Buy,Hold,Low Beta (less volatile than the market),,,,,21.0,13.0,38.15,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.88,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.88,-0.88,,
1479,2024-12-27 23:59:57,PURVA.NS,788.0,,,,,,86400.0,2.0,392.05,379.35,397.4,6.3,0.0156,1706745600.0,2.1502001,2.16,0.662,77408.0,77408.0,95954.0,0.02992,0.0358,-1898887552.0,915100032.0,405.805,6.3,0.016077582,126738735104.0,39390563.0,237150000.0,0.79380995,0.09832,237707008.0,79.427,4.833369,,2.94,6.56,1.0965757,6.3,1706745600.0,NSI,EQUITY,9394499584.0,39.614,5910600192.0,40194899968.0,125153.0,125153.0,91041882112.0,175.4,569.6,3.3997617,396.589,0.133,1.078,26778900480.0,213.938,113.045,,0.362,0.47881,0.22072001,0.24656,0.02602,391.85,392.05,379.35,397.4,391.85,130.57823,87.25,PURVA.NS,PURAVANKARA LIMITED,Puravankara Limited,Real Estate - Development,Real Estate,383.9,563.0,563.0,563.0,563.0,,none,1.0,-2.03,1.3,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),,,14.0,11.0,18.05,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.03,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.03,-2.03,,
1480,2024-12-27 23:59:57,PVP.NS,33.0,,,,,,86400.0,2.0,28.11,27.41,29.44,,,1079654400.0,,,-0.844,358196.0,358196.0,156003.0,,,,,29.54405,,,6196393472.0,79129427.0,260404000.0,0.61887,,261979008.0,8.851,3.2832448,,2.49,,0.9453287,1.0,1079654400.0,NSI,EQUITY,75017000.0,0.339,-41738000.0,428360992.0,322898.0,322898.0,7613109760.0,14.15,43.45,72.22516,27.8742,,,105408000.0,18.705,0.422,,4.567,0.83602995,-0.39597,-1.55213,6.06777,28.11,28.11,27.41,29.44,28.11,11.670683,,PVP.NS,PVP VENTURES LIMITED,PVP Ventures Limited,Conglomerates,Industrials,29.06,,,,,,none,,3.38,2.2,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,,,14.0,6.0,2.03,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,3.38,,
1481,2024-12-27 23:59:57,PVRINOX.NS,4650.0,,,,,,86400.0,2.0,1336.85,1331.05,1350.4,,,1583366400.0,,0.2,0.678,281325.0,281325.0,612975.0,0.00907,-0.04227,4614125056.0,16616999936.0,1457.7493,,,213621506048.0,69879600.0,98193296.0,0.28917,0.51498,99694000.0,725.908,1.8441042,,-31.42,50.56,-0.19420755,4.0,1583366400.0,NSI,EQUITY,5605000192.0,57.0,7025999872.0,83299999744.0,891494.0,891494.0,131446456320.0,1204.2,1748.0,2.340946,1504.619,0.298,0.445,56150999040.0,116.665,572.261,,-0.189,0.66463995,0.12513,0.09241,-0.05471,1336.85,1336.85,1331.05,1350.4,1336.85,,27.904436,PVRINOX.NS,PVR INOX LIMITED,PVR INOX Limited,Entertainment,Communication Services,1338.65,2450.0,1399.0,1842.8182,1825.0,2.0,buy,22.0,0.13,2.6,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,,,,,7.0,2.0,19.35,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,,
1482,2024-12-27 23:59:57,PVSL.NS,10000.0,,,,,,86400.0,2.0,159.39,154.81,160.3,0.5,0.0031,1726531200.0,,,,91367.0,91367.0,122248.0,,,,,218.81355,,,19778154496.0,18512000.0,71198200.0,0.72595,0.13368,71198200.0,91.738,1.6962436,-0.297,6.88,,-0.42828172,0.5,1726531200.0,NSI,EQUITY,776190016.0,10.902,2630222592.0,9249920000.0,113892.0,113892.0,11079151616.0,152.56,296.55,0.1943389,169.3808,,,57009438720.0,141.619,874.483,-0.379,0.071,0.15001,0.04614,0.01646,0.012940001,157.88,159.39,154.81,160.3,157.88,22.617733,,PVSL.NS,POPULAR VEHICLES N SER L,Popular Vehicles and Services Limited,Auto & Truck Dealerships,Consumer Cyclical,155.61,,,,,,none,,-1.44,1.8,Buy,Hold,High Beta (more volatile)- Price-to-Book ratio (<2) indicates potential for growth,,,,,16.0,2.0,5.49,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.44,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.44,-1.44,,
1483,2024-12-27 23:59:57,PYRAMID.NS,662.0,,,,,,86400.0,2.0,210.0,205.01,214.78,,,,,,,35331.0,35331.0,388012.0,,,,,178.4817,,,8051602432.0,9206761.0,36784800.0,0.77709997,,36804200.0,60.405,3.4288552,-0.025,7.25,,0.09062576,,,NSI,EQUITY,157884000.0,4.298,436823488.0,199854000.0,190017.0,190017.0,7618867712.0,134.4,258.99,1.4442521,209.3838,,,5275302912.0,8.994,146.59,-0.176,-0.035,0.25222,0.08281,0.07059,0.05526,210.0,210.0,205.01,214.78,210.0,28.568275,,PYRAMID.NS,PYRAMID TECHNOPLAST LTD,Pyramid Technoplast Limited,Packaging & Containers,Consumer Cyclical,207.12,,,,,,none,,-1.37,1.8,Buy,Hold,High Beta (more volatile),,,,,16.0,6.0,9.77,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.37,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.37,-1.37,,
1484,2024-12-27 23:59:57,QUESS.NS,522434.0,,,,,,86400.0,2.0,664.9,655.0,678.0,12.0,0.0174,1725580800.0,0.42189997,,0.746,271608.0,271608.0,600672.0,0.04912,0.12323,3836740096.0,6412319744.0,670.7667,,,106582048768.0,55352278.0,148687008.0,0.62624,0.23301001,155107008.0,194.267,3.3981583,0.285,23.72,27.57,0.26006305,6.0,1725580800.0,NSI,EQUITY,5867180032.0,39.056,6095889920.0,6904189952.0,1807505.0,1807505.0,98215796736.0,459.5,875.0,0.4927035,692.375,1.37,1.442,199340572672.0,22.371,1342.694,0.266,0.091,0.09733,0.030580001,0.024300002,0.01777,658.95,664.9,655.0,678.0,658.95,27.830946,18.660603,QUESS.NS,QUESS CORP LIMITED,Quess Corp Limited,Staffing & Employment Services,Industrials,660.15,940.0,750.0,841.3333,840.0,1.33333,strong_buy,6.0,0.18,2.4,Buy,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential,,,12.0,2.0,23.0,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,,
